content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
"Semakin kesini game terasa sangat berat,,mohon item item yg membuat game jdi berat di hilangkan",4,Positif,semakin kesini game terasa sangat beratmohon item item yg membuat game jdi berat di hilangkan,kesini game beratmohon item item yg game jdi berat hilangkan,"['kesini', 'game', 'beratmohon', 'item', 'item', 'yg', 'game', 'jdi', 'berat', 'hilangkan']",kesini game beratmohon item item yg game jdi berat hilang
Kok setiap login selalu saja . Server tidak merespon knp bisa gtu sih plis lah perbaiki lagi dong 🤔klw blum di perbaiki aku gak mau ngasih 5 bintang,2,Negatif,kok setiap login selalu saja  server tidak merespon knp bisa gtu sih plis lah perbaiki lagi dong klw blum di perbaiki aku gak mau ngasih  bintang,login server merespon knp gtu sih plis perbaiki klw blum perbaiki gak ngasih bintang,"['login', 'server', 'merespon', 'knp', 'gtu', 'sih', 'plis', 'perbaiki', 'klw', 'blum', 'perbaiki', 'gak', 'ngasih', 'bintang']",login server merespon knp gtu sih plis baik klw blum baik gak ngasih bintang
Aku suka pubg karena realistis (jika hp ku tidak kentang pasti hd 🙃) dan banyak event menarik yang saya suka dari pubg aku main pubg sudah 2 tahun eem kalo gk salah pubg itu sangat berharga bagi ku aku sayang pubg 🗿,5,Positif,aku suka pubg karena realistis jika hp ku tidak kentang pasti hd  dan banyak event menarik yang saya suka dari pubg aku main pubg sudah  tahun eem kalo gk salah pubg itu sangat berharga bagi ku aku sayang pubg ,suka pubg realistis hp ku kentang hd event menarik suka pubg main pubg eem kalo gk salah pubg berharga ku sayang pubg,"['suka', 'pubg', 'realistis', 'hp', 'ku', 'kentang', 'hd', 'event', 'menarik', 'suka', 'pubg', 'main', 'pubg', 'eem', 'kalo', 'gk', 'salah', 'pubg', 'berharga', 'ku', 'sayang', 'pubg']",suka pubg realistis hp ku kentang hd event tarik suka pubg main pubg eem kalo gk salah pubg harga ku sayang pubg
"Teruntuk developer game PUBG ini game dah bagus tapi permasalahannya di sinyal, pdhal sinyal dah bagus kok tetep nge lag parahh dah it nge freem jga.... Untuk updatetan nya jga Mohon,,, pertanyaan udpdet buat apa, malah ngebikin tambah lagg... untuk kedepannya tolong diperbaiki... Kalau nd ku uninstall ni game!!!!!!",1,Negatif,teruntuk developer game pubg ini game dah bagus tapi permasalahannya di sinyal pdhal sinyal dah bagus kok tetep nge lag parahh dah it nge freem jga untuk updatetan nya jga mohon pertanyaan udpdet buat apa malah ngebikin tambah lagg untuk kedepannya tolong diperbaiki kalau nd ku uninstall ni game,teruntuk developer game pubg game dah bagus permasalahannya sinyal pdhal sinyal dah bagus tetep nge lag parahh dah it nge freem jga updatetan nya jga mohon udpdet ngebikin lagg kedepannya tolong diperbaiki nd ku uninstall ni game,"['teruntuk', 'developer', 'game', 'pubg', 'game', 'dah', 'bagus', 'permasalahannya', 'sinyal', 'pdhal', 'sinyal', 'dah', 'bagus', 'tetep', 'nge', 'lag', 'parahh', 'dah', 'it', 'nge', 'freem', 'jga', 'updatetan', 'nya', 'jga', 'mohon', 'udpdet', 'ngebikin', 'lagg', 'kedepannya', 'tolong', 'diperbaiki', 'nd', 'ku', 'uninstall', 'ni', 'game']",untuk developer game pubg game dah bagus masalah sinyal pdhal sinyal dah bagus tetep nge lag parahh dah it nge freem jga updatetan nya jga mohon udpdet ngebikin lagg depan tolong baik nd ku uninstall ni game
"Msuh gak sesuai RP,kita yg main d RP gratis kalah telah SMA yg RP nya berwarna gold,,KLO bisa,d sesuaikan sja,,klo royalpass nya yg biasa,SMA yg d upgred,biar setara kekuatan senjatanya",2,Negatif,msuh gak sesuai rpkita yg main d rp gratis kalah telah sma yg rp nya berwarna goldklo bisad sesuaikan sjaklo royalpass nya yg biasasma yg d upgredbiar setara kekuatan senjatanya,msuh gak sesuai rpkita yg main d rp gratis kalah sma yg rp nya berwarna goldklo bisad sesuaikan sjaklo royalpass nya yg biasasma yg d upgredbiar setara kekuatan senjatanya,"['msuh', 'gak', 'sesuai', 'rpkita', 'yg', 'main', 'd', 'rp', 'gratis', 'kalah', 'sma', 'yg', 'rp', 'nya', 'berwarna', 'goldklo', 'bisad', 'sesuaikan', 'sjaklo', 'royalpass', 'nya', 'yg', 'biasasma', 'yg', 'd', 'upgredbiar', 'setara', 'kekuatan', 'senjatanya']",msuh gak sesuai rpkita yg main d rp gratis kalah sma yg rp nya warna goldklo bisad sesuai sjaklo royalpass nya yg biasasma yg d upgredbiar tara kuat senjata
"Pubg kenapa sekarang sering nge bug kh???? Nge bug pesawat, parasut, tas dan senjata. Gak jelas sekali setelah update. Bikin malas main saja. Udah pake wifi sama saja. Udah capek2 rela hapus terus unduh ulang dari nol eh sama sja ngebug lagi. Gak jelas banget. Tolong perbaiki kah bug2 itu kenapa coba",1,Negatif,pubg kenapa sekarang sering nge bug kh nge bug pesawat parasut tas dan senjata gak jelas sekali setelah update bikin malas main saja udah pake wifi sama saja udah capek rela hapus terus unduh ulang dari nol eh sama sja ngebug lagi gak jelas banget tolong perbaiki kah bug itu kenapa coba,pubg nge bug kh nge bug pesawat parasut tas senjata gak update bikin malas main udah pake wifi udah capek rela hapus unduh ulang nol eh sja ngebug gak banget tolong perbaiki kah bug coba,"['pubg', 'nge', 'bug', 'kh', 'nge', 'bug', 'pesawat', 'parasut', 'tas', 'senjata', 'gak', 'update', 'bikin', 'malas', 'main', 'udah', 'pake', 'wifi', 'udah', 'capek', 'rela', 'hapus', 'unduh', 'ulang', 'nol', 'eh', 'sja', 'ngebug', 'gak', 'banget', 'tolong', 'perbaiki', 'kah', 'bug', 'coba']",pubg nge bug kh nge bug pesawat parasut tas senjata gak update bikin malas main udah pake wifi udah capek rela hapus unduh ulang nol eh sja ngebug gak banget tolong baik kah bug coba
kenapa makin lama.makin eror pengaturanya berubah sendiri masa setelah aku icemaster jadi ga bisa nembak musuh sama sekali sngt keterlaluan..ampun deh,1,Negatif,kenapa makin lamamakin eror pengaturanya berubah sendiri masa setelah aku icemaster jadi ga bisa nembak musuh sama sekali sngt keterlaluanampun deh,lamamakin eror pengaturanya berubah icemaster ga nembak musuh sngt keterlaluanampun deh,"['lamamakin', 'eror', 'pengaturanya', 'berubah', 'icemaster', 'ga', 'nembak', 'musuh', 'sngt', 'keterlaluanampun', 'deh']",lamamakin eror pengaturanya ubah icemaster ga nembak musuh sngt keterlaluanampun deh
"Mantap peta infection sdh ada di mode WOW tapi masih beta,barusan coba masih sepi semoga next update sdh rame, awal main ranked poco f3 setting smooth extreme cepat panas tapi pas disetting smooth ultra agak mendingan",4,Positif,mantap peta infection sdh ada di mode wow tapi masih betabarusan coba masih sepi semoga next update sdh rame awal main ranked poco f setting smooth extreme cepat panas tapi pas disetting smooth ultra agak mendingan,mantap peta infection sdh mode wow betabarusan coba sepi semoga next update sdh rame main ranked poco f setting smooth extreme cepat panas pas disetting smooth ultra mendingan,"['mantap', 'peta', 'infection', 'sdh', 'mode', 'wow', 'betabarusan', 'coba', 'sepi', 'semoga', 'next', 'update', 'sdh', 'rame', 'main', 'ranked', 'poco', 'f', 'setting', 'smooth', 'extreme', 'cepat', 'panas', 'pas', 'disetting', 'smooth', 'ultra', 'mendingan']",mantap peta infection sdh mode wow betabarusan coba sepi moga next update sdh rame main ranked poco f setting smooth extreme cepat panas pas disetting smooth ultra mending
"Dear pubg mobile developer , smartphone yang saya pakai infinix note 30 pro , kenapa kalau masuk selalu aplikasi tidak menanggapi trus , sudah 8 hari terakhir , saya coba hapus data dan lainnya sama saja , padahal server asia , sinya bagus + wifi , tetapi selalu ping di atas 200 , sangat merugikan saat push rank dan metro royal in game",2,Negatif,dear pubg mobile developer  smartphone yang saya pakai infinix note  pro  kenapa kalau masuk selalu aplikasi tidak menanggapi trus  sudah  hari terakhir  saya coba hapus data dan lainnya sama saja  padahal server asia  sinya bagus  wifi  tetapi selalu ping di atas   sangat merugikan saat push rank dan metro royal in game,dear pubg mobile developer smartphone pakai infinix note pro masuk aplikasi menanggapi trus coba hapus data server asia sinya bagus wifi ping merugikan push rank metro royal in game,"['dear', 'pubg', 'mobile', 'developer', 'smartphone', 'pakai', 'infinix', 'note', 'pro', 'masuk', 'aplikasi', 'menanggapi', 'trus', 'coba', 'hapus', 'data', 'server', 'asia', 'sinya', 'bagus', 'wifi', 'ping', 'merugikan', 'push', 'rank', 'metro', 'royal', 'in', 'game']",dear pubg mobile developer smartphone pakai infinix note pro masuk aplikasi tanggap trus coba hapus data server asia sinya bagus wifi ping rugi push rank metro royal in game
"Kembalikan pubg mobile kami yang dulu,,,krafton sekarang gak seperti Tencent kami yang dulu,,,,bot nya sekarang udah seperti player,,,bisa naik mobil,,aim sakit,,,kalo pubg versi Tencent yang dulu setia bermain ada mode Halloween,,,kalau bermain classic ada hujan serta petirnya pokok nya natural banget dahh",4,Positif,kembalikan pubg mobile kami yang dulukrafton sekarang gak seperti tencent kami yang dulubot nya sekarang udah seperti playerbisa naik mobilaim sakitkalo pubg versi tencent yang dulu setia bermain ada mode halloweenkalau bermain classic ada hujan serta petirnya pokok nya natural banget dahh,kembalikan pubg mobile dulukrafton gak tencent dulubot nya udah playerbisa mobilaim sakitkalo pubg versi tencent setia bermain mode halloweenkalau bermain classic hujan petirnya pokok nya natural banget dahh,"['kembalikan', 'pubg', 'mobile', 'dulukrafton', 'gak', 'tencent', 'dulubot', 'nya', 'udah', 'playerbisa', 'mobilaim', 'sakitkalo', 'pubg', 'versi', 'tencent', 'setia', 'bermain', 'mode', 'halloweenkalau', 'bermain', 'classic', 'hujan', 'petirnya', 'pokok', 'nya', 'natural', 'banget', 'dahh']",kembali pubg mobile dulukrafton gak tencent dulubot nya udah playerbisa mobilaim sakitkalo pubg versi tencent setia main mode halloweenkalau main classic hujan petir pokok nya natural banget dahh
"Untuk desainer skin game,tolong dong untuk hadiah Rp jangan sekin cewek semua,,yg main bukan cewek aja ganti Ama yang lebih keren karakter cowok gitu..",1,Negatif,untuk desainer skin gametolong dong untuk hadiah rp jangan sekin cewek semuayg main bukan cewek aja ganti ama yang lebih keren karakter cowok gitu,desainer skin gametolong hadiah rp sekin cewek semuayg main cewek aja ganti ama keren karakter cowok gitu,"['desainer', 'skin', 'gametolong', 'hadiah', 'rp', 'sekin', 'cewek', 'semuayg', 'main', 'cewek', 'aja', 'ganti', 'ama', 'keren', 'karakter', 'cowok', 'gitu']",desainer skin gametolong hadiah rp sekin cewek semuayg main cewek aja ganti ama keren karakter cowok gitu
min tolong di ringan kan dong game PUBGM soalnya berat banget sekarang terus grafik menyesuaikan frame rate hp dong min contoh nya kalo cuma bisa 60Hz grafik kebukanya extrem jadi lebih banyak yang comeback terimakasih semoga diterapkan 🙏,2,Negatif,min tolong di ringan kan dong game pubgm soalnya berat banget sekarang terus grafik menyesuaikan frame rate hp dong min contoh nya kalo cuma bisa hz grafik kebukanya extrem jadi lebih banyak yang comeback terimakasih semoga diterapkan ,min tolong ringan game pubgm berat banget grafik menyesuaikan frame rate hp min contoh nya kalo hz grafik kebukanya extrem comeback terimakasih semoga diterapkan,"['min', 'tolong', 'ringan', 'game', 'pubgm', 'berat', 'banget', 'grafik', 'menyesuaikan', 'frame', 'rate', 'hp', 'min', 'contoh', 'nya', 'kalo', 'hz', 'grafik', 'kebukanya', 'extrem', 'comeback', 'terimakasih', 'semoga', 'diterapkan']",min tolong ringan game pubgm berat banget grafik sesuai frame rate hp min contoh nya kalo hz grafik buka extrem comeback terimakasih moga terap
"Saya di ban dengan alasan menggunakan aplikasi pihak ketiga, padahal saya tidak pernah menggunakan itu. Saya telah bermain lebih dari 5 tahun, dan baru kali ini saya di ban dengan tuduhan palsu seperti itu. Saya telah mengubungi costumer service dan tidak menghasilkan apa2. INTINYA, ANDA TERLALU MEMERCAYAI ATAU MENDEWAKAN SISTEM KEAMANAN MU YANG CACAT!!!!!",1,Negatif,saya di ban dengan alasan menggunakan aplikasi pihak ketiga padahal saya tidak pernah menggunakan itu saya telah bermain lebih dari  tahun dan baru kali ini saya di ban dengan tuduhan palsu seperti itu saya telah mengubungi costumer service dan tidak menghasilkan apa intinya anda terlalu memercayai atau mendewakan sistem keamanan mu yang cacat,ban alasan aplikasi ketiga bermain kali ban tuduhan palsu mengubungi costumer service menghasilkan intinya memercayai mendewakan sistem keamanan mu cacat,"['ban', 'alasan', 'aplikasi', 'ketiga', 'bermain', 'kali', 'ban', 'tuduhan', 'palsu', 'mengubungi', 'costumer', 'service', 'menghasilkan', 'intinya', 'memercayai', 'mendewakan', 'sistem', 'keamanan', 'mu', 'cacat']",ban alas aplikasi tiga main kali ban tuduh palsu ubung costumer service hasil inti percaya dewa sistem aman mu cacat
"Untuk pihak pubg mobile ,saya sarankan agar meringankan game nya ,seperti menghapus event yang terlalu banya atau menghapus beberapa rumah atau menghilangkan mode ,agar hp cipset mediatek helio G35 KE BAWAH LANCAR JAYA , SEKIAN TERIMAKASIH",2,Negatif,untuk pihak pubg mobile saya sarankan agar meringankan game nya seperti menghapus event yang terlalu banya atau menghapus beberapa rumah atau menghilangkan mode agar hp cipset mediatek helio g ke bawah lancar jaya  sekian terimakasih,pubg mobile sarankan meringankan game nya menghapus event banya menghapus rumah menghilangkan mode hp cipset mediatek helio g lancar jaya sekian terimakasih,"['pubg', 'mobile', 'sarankan', 'meringankan', 'game', 'nya', 'menghapus', 'event', 'banya', 'menghapus', 'rumah', 'menghilangkan', 'mode', 'hp', 'cipset', 'mediatek', 'helio', 'g', 'lancar', 'jaya', 'sekian', 'terimakasih']",pubg mobile saran ringan game nya hapus event banya hapus rumah hilang mode hp cipset mediatek hio g lancar jaya sekian terimakasih
Min kenapa pubg China lebih kreatif soal design baju nya sexy semua sedangkan yang global jelek bener berduri duri konsepnya gak jelas kostumnya jelek jelek mau main pubg China tapi susah login pliss kalo bisa baju nya jangan berduri duri gak jelas konsepnya terus kalo bisa adakan voice China agar gak bosan mainnya masa sibuk event terus soal desain gak di kembangin lagi seperti china main pubg jadi bosan,2,Negatif,min kenapa pubg china lebih kreatif soal design baju nya sexy semua sedangkan yang global jelek bener berduri duri konsepnya gak jelas kostumnya jelek jelek mau main pubg china tapi susah login pliss kalo bisa baju nya jangan berduri duri gak jelas konsepnya terus kalo bisa adakan voice china agar gak bosan mainnya masa sibuk event terus soal desain gak di kembangin lagi seperti china main pubg jadi bosan,min pubg china kreatif design baju nya sexy global jelek bener berduri duri konsepnya gak kostumnya jelek jelek main pubg china susah login pliss kalo baju nya berduri duri gak konsepnya kalo adakan voice china gak bosan mainnya sibuk event desain gak kembangin china main pubg bosan,"['min', 'pubg', 'china', 'kreatif', 'design', 'baju', 'nya', 'sexy', 'global', 'jelek', 'bener', 'berduri', 'duri', 'konsepnya', 'gak', 'kostumnya', 'jelek', 'jelek', 'main', 'pubg', 'china', 'susah', 'login', 'pliss', 'kalo', 'baju', 'nya', 'berduri', 'duri', 'gak', 'konsepnya', 'kalo', 'adakan', 'voice', 'china', 'gak', 'bosan', 'mainnya', 'sibuk', 'event', 'desain', 'gak', 'kembangin', 'china', 'main', 'pubg', 'bosan']",min pubg china kreatif design baju nya sexy global jelek bener dur duri konsep gak kostum jelek jelek main pubg china susah login pliss kalo baju nya dur duri gak konsep kalo adakan voice china gak bosan main sibuk event desain gak kembangin china main pubg bosan
"Game rusaakkk parah sudah ada virus nya, bukan lagi soal leg frame dropp tapi soal tombol layoutt nya bermasalah ketika main tiba2 berubah kontrol layout nya anehhh, game russakkk uuhhh",1,Negatif,game rusaakkk parah sudah ada virus nya bukan lagi soal leg frame dropp tapi soal tombol layoutt nya bermasalah ketika main tiba berubah kontrol layout nya anehhh game russakkk uuhhh,game rusaakkk parah virus nya leg frame dropp tombol layoutt nya bermasalah main berubah kontrol layout nya anehhh game russakkk uuhhh,"['game', 'rusaakkk', 'parah', 'virus', 'nya', 'leg', 'frame', 'dropp', 'tombol', 'layoutt', 'nya', 'bermasalah', 'main', 'berubah', 'kontrol', 'layout', 'nya', 'anehhh', 'game', 'russakkk', 'uuhhh']",game rusaakkk parah virus nya leg frame dropp tombol layoutt nya masalah main ubah kontrol layout nya anehhh game russakkk uuhhh
Mohon diperbaiki ya bugnya ini saya di luar mobil tapi ngebug seperti saya masih di dalam mobil dan saya tidak bisa gerak mohon diperbaiki ya,4,Positif,mohon diperbaiki ya bugnya ini saya di luar mobil tapi ngebug seperti saya masih di dalam mobil dan saya tidak bisa gerak mohon diperbaiki ya,mohon diperbaiki ya bugnya mobil ngebug mobil gerak mohon diperbaiki ya,"['mohon', 'diperbaiki', 'ya', 'bugnya', 'mobil', 'ngebug', 'mobil', 'gerak', 'mohon', 'diperbaiki', 'ya']",mohon baik ya bugnya mobil ngebug mobil gerak mohon baik ya
"Let's go PUBG Mobile udh keren sekarang, eventnya mulai maju, fitur di event lama tetep berguna buat event selanjutnya cuma di ubah saja, Tapi Secara Gameplay Saya Sangat Senang Karena Memiliki Tantangan Disetiap Match-nya, Tetapi Untuk Poinnya Saya Rasa mungkin terlalu memaksa karena waktu itu saya kill 8 tetapi meritnya malah berkurang bagi saya itu merugikan para player apalagi jika memiliki kill diatas 8, secara gameplay udh bagus dan untuk frame drop masih sering ya, tergantung hp aja sih",5,Positif,lets go pubg mobile udh keren sekarang eventnya mulai maju fitur di event lama tetep berguna buat event selanjutnya cuma di ubah saja tapi secara gameplay saya sangat senang karena memiliki tantangan disetiap matchnya tetapi untuk poinnya saya rasa mungkin terlalu memaksa karena waktu itu saya kill  tetapi meritnya malah berkurang bagi saya itu merugikan para player apalagi jika memiliki kill diatas  secara gameplay udh bagus dan untuk frame drop masih sering ya tergantung hp aja sih,lets go pubg mobile udh keren eventnya maju fitur event tetep berguna event ubah gameplay senang memiliki tantangan disetiap matchnya poinnya memaksa kill meritnya berkurang merugikan player memiliki kill diatas gameplay udh bagus frame drop ya tergantung hp aja sih,"['lets', 'go', 'pubg', 'mobile', 'udh', 'keren', 'eventnya', 'maju', 'fitur', 'event', 'tetep', 'berguna', 'event', 'ubah', 'gameplay', 'senang', 'memiliki', 'tantangan', 'disetiap', 'matchnya', 'poinnya', 'memaksa', 'kill', 'meritnya', 'berkurang', 'merugikan', 'player', 'memiliki', 'kill', 'diatas', 'gameplay', 'udh', 'bagus', 'frame', 'drop', 'ya', 'tergantung', 'hp', 'aja', 'sih']",lets go pubg mobile udh keren eventnya maju fitur event tetep guna event ubah gameplay senang milik tantang tiap matchnya poin paksa kill rit kurang rugi player milik kill atas gameplay udh bagus frame drop ya gantung hp aja sih
Untuk PUBG Mobile saat ini masih tetap bagus & untuk yang kasih rating ⭐1 karna bilang nya banyak bug... MENDING LU BELI HP BARU DAH YANG HIGH SPESIFIKASI!!! biar ngga ngelag main di hp butut lu itu!,5,Positif,untuk pubg mobile saat ini masih tetap bagus  untuk yang kasih rating  karna bilang nya banyak bug mending lu beli hp baru dah yang high spesifikasi biar ngga ngelag main di hp butut lu itu,pubg mobile bagus kasih rating karna bilang nya bug mending lu beli hp dah high spesifikasi biar ngga ngelag main hp butut lu,"['pubg', 'mobile', 'bagus', 'kasih', 'rating', 'karna', 'bilang', 'nya', 'bug', 'mending', 'lu', 'beli', 'hp', 'dah', 'high', 'spesifikasi', 'biar', 'ngga', 'ngelag', 'main', 'hp', 'butut', 'lu']",pubg mobile bagus kasih rating karna bilang nya bug mending lu beli hp dah high spesifikasi biar ngga ngelag main hp butut lu
"akhir akhir ini banyak bug tolong di perbaiki contoh kecil: kemarin gw mau buang peluru dari tas gw tapi gak bisa trus ada tulisan ""aitem tidak bisa di buang""",5,Positif,akhir akhir ini banyak bug tolong di perbaiki contoh kecil kemarin gw mau buang peluru dari tas gw tapi gak bisa trus ada tulisan aitem tidak bisa di buang,bug tolong perbaiki contoh kemarin gw buang peluru tas gw gak trus tulisan aitem buang,"['bug', 'tolong', 'perbaiki', 'contoh', 'kemarin', 'gw', 'buang', 'peluru', 'tas', 'gw', 'gak', 'trus', 'tulisan', 'aitem', 'buang']",bug tolong baik contoh kemarin gw buang peluru tas gw gak trus tulis aitem buang
"Gamenya udah mulai terasa sepi player, main mode rank klasik biasa matchnya nunggu 10 menit juga ga ketemu, main di event ga berminat. Event kendaraan terbang kalo bisa dikurangin kalo gabisa dihilangin. Taik",1,Negatif,gamenya udah mulai terasa sepi player main mode rank klasik biasa matchnya nunggu  menit juga ga ketemu main di event ga berminat event kendaraan terbang kalo bisa dikurangin kalo gabisa dihilangin taik,gamenya udah sepi player main mode rank klasik matchnya nunggu menit ga ketemu main event ga berminat event kendaraan terbang kalo dikurangin kalo gabisa dihilangin taik,"['gamenya', 'udah', 'sepi', 'player', 'main', 'mode', 'rank', 'klasik', 'matchnya', 'nunggu', 'menit', 'ga', 'ketemu', 'main', 'event', 'ga', 'berminat', 'event', 'kendaraan', 'terbang', 'kalo', 'dikurangin', 'kalo', 'gabisa', 'dihilangin', 'taik']",gamenya udah sepi player main mode rank klasik matchnya nunggu menit ga ketemu main event ga minat event kendara terbang kalo rangin kalo gabisa dihilangin taik
Alah 1 orang lagi mau chicken malah tereliminasi gjls sumpah sinyal bagus banget malah keluar zona kecewa berat sumpah gagal chicken 🥲😄,1,Negatif,alah  orang lagi mau chicken malah tereliminasi gjls sumpah sinyal bagus banget malah keluar zona kecewa berat sumpah gagal chicken ,alah orang chicken tereliminasi gjls sumpah sinyal bagus banget zona kecewa berat sumpah gagal chicken,"['alah', 'orang', 'chicken', 'tereliminasi', 'gjls', 'sumpah', 'sinyal', 'bagus', 'banget', 'zona', 'kecewa', 'berat', 'sumpah', 'gagal', 'chicken']",alah orang chicken eliminasi gjls sumpah sinyal bagus banget zona kecewa berat sumpah gagal chicken
yang rank nya ace dominator kalo main random dapetnya temen tier diamon sama crown mana suaranya.. matchmaking sekarang ga fair.. musuhnya setara ace dominator tapi dapet temen baru belajar maen.. minus terus brroooo..,1,Negatif,yang rank nya ace dominator kalo main random dapetnya temen tier diamon sama crown mana suaranya matchmaking sekarang ga fair musuhnya setara ace dominator tapi dapet temen baru belajar maen minus terus brroooo,rank nya ace dominator kalo main random dapetnya temen tier diamon crown suaranya matchmaking ga fair musuhnya setara ace dominator dapet temen belajar maen minus brroooo,"['rank', 'nya', 'ace', 'dominator', 'kalo', 'main', 'random', 'dapetnya', 'temen', 'tier', 'diamon', 'crown', 'suaranya', 'matchmaking', 'ga', 'fair', 'musuhnya', 'setara', 'ace', 'dominator', 'dapet', 'temen', 'belajar', 'maen', 'minus', 'brroooo']",rank nya ace dominator kalo main random dapetnya temen tier diamon crown suara matchmaking ga fair musuh tara ace dominator dapet temen ajar maen minus brroooo
"Plis tolong di perbaiki lagi game ini, kerja di kantor di bayar banyak masak gak bisa mengoptimalkan game, gyroscrope masak eror KEBALIK SAMPAI SEKARANG GAK BISAAAAAAAAAAAAAAA mulu, perasaan main game lain nggak tuh",1,Negatif,plis tolong di perbaiki lagi game ini kerja di kantor di bayar banyak masak gak bisa mengoptimalkan game gyroscrope masak eror kebalik sampai sekarang gak bisaaaaaaaaaaaaaaa mulu perasaan main game lain nggak tuh,plis tolong perbaiki game kerja kantor bayar masak gak mengoptimalkan game gyroscrope masak eror kebalik gak bisaaaaaaaaaaaaaaa mulu perasaan main game nggak tuh,"['plis', 'tolong', 'perbaiki', 'game', 'kerja', 'kantor', 'bayar', 'masak', 'gak', 'mengoptimalkan', 'game', 'gyroscrope', 'masak', 'eror', 'kebalik', 'gak', 'bisaaaaaaaaaaaaaaa', 'mulu', 'perasaan', 'main', 'game', 'nggak', 'tuh']",plis tolong baik game kerja kantor bayar masak gak optimal game gyroscrope masak eror balik gak bisaaaaaaaaaaaaaaa mulu asa main game nggak tuh
"Bug one shoot nya di ilangin lah senjata auto kalau nembak langsung tunggal, pelurunya yang keluar 1 doan padahal udah auto trus analognya langsung ngestuck melepas sendiri",1,Negatif,bug one shoot nya di ilangin lah senjata auto kalau nembak langsung tunggal pelurunya yang keluar  doan padahal udah auto trus analognya langsung ngestuck melepas sendiri,bug one shoot nya ilangin senjata auto nembak langsung tunggal pelurunya doan udah auto trus analognya langsung ngestuck melepas,"['bug', 'one', 'shoot', 'nya', 'ilangin', 'senjata', 'auto', 'nembak', 'langsung', 'tunggal', 'pelurunya', 'doan', 'udah', 'auto', 'trus', 'analognya', 'langsung', 'ngestuck', 'melepas']",bug one shoot nya ilangin senjata auto nembak langsung tunggal peluru doan udah auto trus analog langsung ngestuck lepas
"Saran dari saya, kalo bisa kostum yang lama2/skin yang abal2 atau yang kualitas grafiknya jelek sebaiknya di hapus permanen. Biar ga banyak makan data penyimpanan. Semoga saran saya di dengar.",5,Positif,saran dari saya kalo bisa kostum yang lamaskin yang abal atau yang kualitas grafiknya jelek sebaiknya di hapus permanen biar ga banyak makan data penyimpanan semoga saran saya di dengar,saran kalo kostum lamaskin abal kualitas grafiknya jelek hapus permanen biar ga makan data penyimpanan semoga saran dengar,"['saran', 'kalo', 'kostum', 'lamaskin', 'abal', 'kualitas', 'grafiknya', 'jelek', 'hapus', 'permanen', 'biar', 'ga', 'makan', 'data', 'penyimpanan', 'semoga', 'saran', 'dengar']",saran kalo kostum lamaskin abal kualitas grafik jelek hapus permanen biar ga makan data simpan moga saran dengar
"parah adduhh ini gimana , banyak banget cheater lagi jalan tiba tiba muncul musuh dari tanah ,atau ada yang tiba tiba tau lokasi kita padahal kita ngga ngeluarin step sama sekali ,udah sering banget nemu yang kek gitu apa ngga ketat yaa ini?",2,Negatif,parah adduhh ini gimana  banyak banget cheater lagi jalan tiba tiba muncul musuh dari tanah atau ada yang tiba tiba tau lokasi kita padahal kita ngga ngeluarin step sama sekali udah sering banget nemu yang kek gitu apa ngga ketat yaa ini,parah adduhh gimana banget cheater jalan muncul musuh tanah tau lokasi ngga ngeluarin step udah banget nemu kek gitu ngga ketat yaa,"['parah', 'adduhh', 'gimana', 'banget', 'cheater', 'jalan', 'muncul', 'musuh', 'tanah', 'tau', 'lokasi', 'ngga', 'ngeluarin', 'step', 'udah', 'banget', 'nemu', 'kek', 'gitu', 'ngga', 'ketat', 'yaa']",parah adduhh gimana banget cheater jalan muncul musuh tanah tau lokasi ngga ngeluarin step udah banget nemu kek gitu ngga ketat yaa
"Pengalaman bermain jadi buruk di akibatkan oleh fps yang berubah-ubah, tolong segera diperbaiki!!! ""Apa yang menyebabkan ini terjadi ?, I don't like!!! """,1,Negatif,pengalaman bermain jadi buruk di akibatkan oleh fps yang berubahubah tolong segera diperbaiki apa yang menyebabkan ini terjadi  i dont like ,pengalaman bermain buruk akibatkan fps berubahubah tolong diperbaiki menyebabkan i dont like,"['pengalaman', 'bermain', 'buruk', 'akibatkan', 'fps', 'berubahubah', 'tolong', 'diperbaiki', 'menyebabkan', 'i', 'dont', 'like']",alam main buruk akibat fps berubahubah tolong baik sebab i dont like
makin ga jelas frame drop parah di event baru ini mending zaman tencent enak,1,Negatif,makin ga jelas frame drop parah di event baru ini mending zaman tencent enak,ga frame drop parah event mending zaman tencent enak,"['ga', 'frame', 'drop', 'parah', 'event', 'mending', 'zaman', 'tencent', 'enak']",ga frame drop parah event mending zaman tencent enak
