content,score,Label,text_clean,text_Stopword,text_tokens,text_steamindo
Tolong moonton perbaiki bug di akun saya soalnya skin hayabusa yg saya miliki mengalami penurunan kualitas efek skin padahal sudah pakai grafik ultra kenapa bisa begitu moonton efek skin hayabusa saya jadi menurun kualitas efek nya,1,Negatif,tolong moonton perbaiki bug di akun saya soalnya skin hayabusa yg saya miliki mengalami penurunan kualitas efek skin padahal sudah pakai grafik ultra kenapa bisa begitu moonton efek skin hayabusa saya jadi menurun kualitas efek nya,tolong moonton perbaiki bug akun skin hayabusa yg miliki mengalami penurunan kualitas efek skin pakai grafik ultra moonton efek skin hayabusa menurun kualitas efek nya,"['tolong', 'moonton', 'perbaiki', 'bug', 'akun', 'skin', 'hayabusa', 'yg', 'miliki', 'mengalami', 'penurunan', 'kualitas', 'efek', 'skin', 'pakai', 'grafik', 'ultra', 'moonton', 'efek', 'skin', 'hayabusa', 'menurun', 'kualitas', 'efek', 'nya']",tolong moonton baik bug akun skin hayabusa yg milik alami turun kualitas efek skin pakai grafik ultra moonton efek skin hayabusa turun kualitas efek nya
gamenya makin sini makin bagus saya dari awal rilis sudah main ni game tapi yg kurang itu cuma download datanya bisa di sesuaikan sama player min supaya yg gak perlu² amat bisa di download nanti,4,Positif,gamenya makin sini makin bagus saya dari awal rilis sudah main ni game tapi yg kurang itu cuma download datanya bisa di sesuaikan sama player min supaya yg gak perlu amat bisa di download nanti,gamenya bagus rilis main ni game yg download datanya sesuaikan player min yg gak download,"['gamenya', 'bagus', 'rilis', 'main', 'ni', 'game', 'yg', 'download', 'datanya', 'sesuaikan', 'player', 'min', 'yg', 'gak', 'download']",gamenya bagus rilis main ni game yg download data sesuai player min yg gak download
"Game burik makin byk bug, pdhl sinyal bagus tpi delay tolong diperbaiki ini bug ap gmn ya, ditambah lgi main ga pernah naik yg ada turun terus",1,Negatif,game burik makin byk bug pdhl sinyal bagus tpi delay tolong diperbaiki ini bug ap gmn ya ditambah lgi main ga pernah naik yg ada turun terus,game burik byk bug pdhl sinyal bagus tpi delay tolong diperbaiki bug ap gmn ya ditambah lgi main ga yg turun,"['game', 'burik', 'byk', 'bug', 'pdhl', 'sinyal', 'bagus', 'tpi', 'delay', 'tolong', 'diperbaiki', 'bug', 'ap', 'gmn', 'ya', 'ditambah', 'lgi', 'main', 'ga', 'yg', 'turun']",game burik byk bug pdhl sinyal bagus tpi delay tolong baik bug ap gmn ya tambah lgi main ga yg turun
Sangat menyenangkan geme ini saya menyukainya karna ini sangat seru dan kita dapet bermain dengan teman. Tapi saya tidak suka karna saya tidak pernah ke epik sekalipun karna banyak kawan yg gk bisa main. Dan juga di geme Mobile Legends bang bang. Banyak hero hero yg hebat masing masing memiliki tugas nya sendiri seperti roame di isi oleh hero tenk yang memiliki darah yg tebal dan kalo mm di belakangnya roame Agar bisa lebih mudah mengalah kan musuh dan di geme ini ada juga sekin yg bagusssss,5,Positif,sangat menyenangkan geme ini saya menyukainya karna ini sangat seru dan kita dapet bermain dengan teman tapi saya tidak suka karna saya tidak pernah ke epik sekalipun karna banyak kawan yg gk bisa main dan juga di geme mobile legends bang bang banyak hero hero yg hebat masing masing memiliki tugas nya sendiri seperti roame di isi oleh hero tenk yang memiliki darah yg tebal dan kalo mm di belakangnya roame agar bisa lebih mudah mengalah kan musuh dan di geme ini ada juga sekin yg bagusssss,menyenangkan geme menyukainya karna seru dapet bermain teman suka karna epik karna kawan yg gk main geme mobile legends bang bang hero hero yg hebat memiliki tugas nya roame isi hero tenk memiliki darah yg tebal kalo mm belakangnya roame mudah mengalah musuh geme sekin yg bagusssss,"['menyenangkan', 'geme', 'menyukainya', 'karna', 'seru', 'dapet', 'bermain', 'teman', 'suka', 'karna', 'epik', 'karna', 'kawan', 'yg', 'gk', 'main', 'geme', 'mobile', 'legends', 'bang', 'bang', 'hero', 'hero', 'yg', 'hebat', 'memiliki', 'tugas', 'nya', 'roame', 'isi', 'hero', 'tenk', 'memiliki', 'darah', 'yg', 'tebal', 'kalo', 'mm', 'belakangnya', 'roame', 'mudah', 'mengalah', 'musuh', 'geme', 'sekin', 'yg', 'bagusssss']",senang geme suka karna seru dapet main teman suka karna epik karna kawan yg gk main geme mobile legends bang bang hero hero yg hebat milik tugas nya roame isi hero tenk milik darah yg tebal kalo mm belakang roame mudah kalah musuh geme sekin yg bagusssss
"Aku kasih ini dulu gatau sekarang ml jaringan aneh padahal kuota gede jaringan full, pas main game sinyal aneh kek ngebug gitu, padahal di game lain online sinyal lancar"" aja, pas login ml pas rank sering naik turun kek ngebug,. TERIMAKASIH MOONTON SEMOGA KAMU MENDENGARKAN INI, DAN MEMBACANYA, TIDAK HANYA, FOKUS MENGELUARKAN HERO BARU DAN SEKIN GRATISAN, soalnya aku butuh main lancar bukan hero dan sekin baru",4,Positif,aku kasih ini dulu gatau sekarang ml jaringan aneh padahal kuota gede jaringan full pas main game sinyal aneh kek ngebug gitu padahal di game lain online sinyal lancar aja pas login ml pas rank sering naik turun kek ngebug terimakasih moonton semoga kamu mendengarkan ini dan membacanya tidak hanya fokus mengeluarkan hero baru dan sekin gratisan soalnya aku butuh main lancar bukan hero dan sekin baru,kasih gatau ml jaringan aneh kuota gede jaringan full pas main game sinyal aneh kek ngebug gitu game online sinyal lancar aja pas login ml pas rank turun kek ngebug terimakasih moonton semoga mendengarkan membacanya fokus mengeluarkan hero sekin gratisan butuh main lancar hero sekin,"['kasih', 'gatau', 'ml', 'jaringan', 'aneh', 'kuota', 'gede', 'jaringan', 'full', 'pas', 'main', 'game', 'sinyal', 'aneh', 'kek', 'ngebug', 'gitu', 'game', 'online', 'sinyal', 'lancar', 'aja', 'pas', 'login', 'ml', 'pas', 'rank', 'turun', 'kek', 'ngebug', 'terimakasih', 'moonton', 'semoga', 'mendengarkan', 'membacanya', 'fokus', 'mengeluarkan', 'hero', 'sekin', 'gratisan', 'butuh', 'main', 'lancar', 'hero', 'sekin']",kasih gatau ml jaring aneh kuota gede jaring full pas main game sinyal aneh kek ngebug gitu game online sinyal lancar aja pas login ml pas rank turun kek ngebug terimakasih moonton moga dengar baca fokus keluar hero sekin gratis butuh main lancar hero sekin
Game macam apa ini bisa bisanya saya mendapat kan kredit score dan saya melakukan game ini dengan baik dan kenapa di bawah 88 atau dibawah 86 saya tidak dapat bermain rank tolong turunkan kredit score di angka diatas 79 masih bisa mode rank kalo ini tidak diperbaiki atau di update saya akan tidak main game ini lagi,5,Positif,game macam apa ini bisa bisanya saya mendapat kan kredit score dan saya melakukan game ini dengan baik dan kenapa di bawah  atau dibawah  saya tidak dapat bermain rank tolong turunkan kredit score di angka diatas  masih bisa mode rank kalo ini tidak diperbaiki atau di update saya akan tidak main game ini lagi,game bisanya kredit score game dibawah bermain rank tolong turunkan kredit score angka diatas mode rank kalo diperbaiki update main game,"['game', 'bisanya', 'kredit', 'score', 'game', 'dibawah', 'bermain', 'rank', 'tolong', 'turunkan', 'kredit', 'score', 'angka', 'diatas', 'mode', 'rank', 'kalo', 'diperbaiki', 'update', 'main', 'game']",game bisa kredit score game bawah main rank tolong turun kredit score angka atas mode rank kalo baik update main game
"Gamenya bagus tapi banyak tim sendiri yang tidak bisa main seperti computer sedangkan tim lawan jago-jago jadi bikin marah.pertandinganya kalo bisa di perbaiki karena sangat buruk sekali .kalo bisa saya kasih bintang 0,5",1,Negatif,gamenya bagus tapi banyak tim sendiri yang tidak bisa main seperti computer sedangkan tim lawan jagojago jadi bikin marahpertandinganya kalo bisa di perbaiki karena sangat buruk sekali kalo bisa saya kasih bintang ,gamenya bagus tim main computer tim lawan jagojago bikin marahpertandinganya kalo perbaiki buruk kalo kasih bintang,"['gamenya', 'bagus', 'tim', 'main', 'computer', 'tim', 'lawan', 'jagojago', 'bikin', 'marahpertandinganya', 'kalo', 'perbaiki', 'buruk', 'kalo', 'kasih', 'bintang']",gamenya bagus tim main computer tim lawan jagojago bikin marahpertandinganya kalo baik buruk kalo kasih bintang
"Game tersampah dari seluruh game, masa tim dikasih yang mainnya ga bener, udah susah payah carry the game, ehh malah kalah gara² tim beban, buat moonton tolong di benerin dark sistem, lama lama makin bosen main game sistem rusak ini",2,Negatif,game tersampah dari seluruh game masa tim dikasih yang mainnya ga bener udah susah payah carry the game ehh malah kalah gara tim beban buat moonton tolong di benerin dark sistem lama lama makin bosen main game sistem rusak ini,game tersampah game tim dikasih mainnya ga bener udah susah payah carry the game ehh kalah gara tim beban moonton tolong benerin dark sistem bosen main game sistem rusak,"['game', 'tersampah', 'game', 'tim', 'dikasih', 'mainnya', 'ga', 'bener', 'udah', 'susah', 'payah', 'carry', 'the', 'game', 'ehh', 'kalah', 'gara', 'tim', 'beban', 'moonton', 'tolong', 'benerin', 'dark', 'sistem', 'bosen', 'main', 'game', 'sistem', 'rusak']",game sampah game tim kasih main ga bener udah susah payah carry the game ehh kalah gara tim beban moonton tolong benerin dark sistem bosen main game sistem rusak
"emg si ni game udh ga KIKIR lgi tpi makin kesini kok makin banyak DARK SYSTEM nya yaa? apalagi klo masalah JARINGAN yng suka NGELAG PARAH padahal jaringan gua bagus bagus aja buat yng lain, benerin tuh JARINGAN dlu tot. jaringan yg awalnya hijau tiba' nge freeze trs jdi merah BENERIN TUH MOONTON!! bikin playernya pada males main aja lu, mending pindah game sebelah klo terus terusan kya gini.",1,Negatif,emg si ni game udh ga kikir lgi tpi makin kesini kok makin banyak dark system nya yaa apalagi klo masalah jaringan yng suka ngelag parah padahal jaringan gua bagus bagus aja buat yng lain benerin tuh jaringan dlu tot jaringan yg awalnya hijau tiba nge freeze trs jdi merah benerin tuh moonton bikin playernya pada males main aja lu mending pindah game sebelah klo terus terusan kya gini,emg si ni game udh ga kikir lgi tpi kesini dark system nya yaa klo jaringan yng suka ngelag parah jaringan gua bagus bagus aja yng benerin tuh jaringan dlu tot jaringan yg hijau nge freeze trs jdi merah benerin tuh moonton bikin playernya males main aja lu mending pindah game sebelah klo terusan kya gini,"['emg', 'si', 'ni', 'game', 'udh', 'ga', 'kikir', 'lgi', 'tpi', 'kesini', 'dark', 'system', 'nya', 'yaa', 'klo', 'jaringan', 'yng', 'suka', 'ngelag', 'parah', 'jaringan', 'gua', 'bagus', 'bagus', 'aja', 'yng', 'benerin', 'tuh', 'jaringan', 'dlu', 'tot', 'jaringan', 'yg', 'hijau', 'nge', 'freeze', 'trs', 'jdi', 'merah', 'benerin', 'tuh', 'moonton', 'bikin', 'playernya', 'males', 'main', 'aja', 'lu', 'mending', 'pindah', 'game', 'sebelah', 'klo', 'terusan', 'kya', 'gini']",emg si ni game udh ga kikir lgi tpi kesini dark system nya yaa klo jaring yng suka ngelag parah jaring gua bagus bagus aja yng benerin tuh jaring dlu tot jaring yg hijau nge freeze trs jdi merah benerin tuh moonton bikin playernya males main aja lu mending pindah game belah klo terus kya gin
"Tolong perbaiki dalam pemberian team nya, kalo main dapat nya dark sistem terus. Harus nya kasih team yg sesuai dengan kemampuan kita, cape main solo dapat tim gak guna.Ditambah lagi itu tiba tiba ngelek kenapa ya? Ada big nya kah? Padahal jaringan nya bagus. Tolong diperbaiki bug nya. Sama pemain nya .",1,Negatif,tolong perbaiki dalam pemberian team nya kalo main dapat nya dark sistem terus harus nya kasih team yg sesuai dengan kemampuan kita cape main solo dapat tim gak gunaditambah lagi itu tiba tiba ngelek kenapa ya ada big nya kah padahal jaringan nya bagus tolong diperbaiki bug nya sama pemain nya ,tolong perbaiki pemberian team nya kalo main nya dark sistem nya kasih team yg sesuai kemampuan cape main solo tim gak gunaditambah ngelek ya big nya kah jaringan nya bagus tolong diperbaiki bug nya pemain nya,"['tolong', 'perbaiki', 'pemberian', 'team', 'nya', 'kalo', 'main', 'nya', 'dark', 'sistem', 'nya', 'kasih', 'team', 'yg', 'sesuai', 'kemampuan', 'cape', 'main', 'solo', 'tim', 'gak', 'gunaditambah', 'ngelek', 'ya', 'big', 'nya', 'kah', 'jaringan', 'nya', 'bagus', 'tolong', 'diperbaiki', 'bug', 'nya', 'pemain', 'nya']",tolong baik beri team nya kalo main nya dark sistem nya kasih team yg sesuai mampu cape main solo tim gak gunaditambah ngelek ya big nya kah jaring nya bagus tolong baik bug nya main nya
"Game nya sangat bagus dan seru dari pada game sebelah, bagus nya ada hero baru dan selamat ulang tahun moonton yang ke 8 dan terimakasih skin gratis nya aku suka banget sebagai tanda Terimakasih udah naikin 1 bintang wk makasih ya moonton",5,Positif,game nya sangat bagus dan seru dari pada game sebelah bagus nya ada hero baru dan selamat ulang tahun moonton yang ke  dan terimakasih skin gratis nya aku suka banget sebagai tanda terimakasih udah naikin  bintang wk makasih ya moonton,game nya bagus seru game sebelah bagus nya hero selamat ulang moonton terimakasih skin gratis nya suka banget tanda terimakasih udah naikin bintang wk makasih ya moonton,"['game', 'nya', 'bagus', 'seru', 'game', 'sebelah', 'bagus', 'nya', 'hero', 'selamat', 'ulang', 'moonton', 'terimakasih', 'skin', 'gratis', 'nya', 'suka', 'banget', 'tanda', 'terimakasih', 'udah', 'naikin', 'bintang', 'wk', 'makasih', 'ya', 'moonton']",game nya bagus seru game belah bagus nya hero selamat ulang moonton terimakasih skin gratis nya suka banget tanda terimakasih udah naikin bintang wk makasih ya moonton
"Apa apaan moonton, main lebih dari 5thn Tidak ada feedback menguntungkan bagi player, topup banyak buat spin event starswar malah di kasih sampah semua, kecewa",1,Negatif,apa apaan moonton main lebih dari thn tidak ada feedback menguntungkan bagi player topup banyak buat spin event starswar malah di kasih sampah semua kecewa,moonton main thn feedback menguntungkan player topup spin event starswar kasih sampah kecewa,"['moonton', 'main', 'thn', 'feedback', 'menguntungkan', 'player', 'topup', 'spin', 'event', 'starswar', 'kasih', 'sampah', 'kecewa']",moonton main thn feedback untung player topup spin event starswar kasih sampah kecewa
"Game stresss anj, minimal kasih tim yang benar lah kntl kaya game lain, sekali di buff tu Hero jadi gak ngotak anj op ny, tolong monton dibales ini gimna aduh, bisa² mental anak"" jaman sekarang pada ancur, menghambat kemajuan pertumbuhan anak.",1,Negatif,game stresss anj minimal kasih tim yang benar lah kntl kaya game lain sekali di buff tu hero jadi gak ngotak anj op ny tolong monton dibales ini gimna aduh bisa mental anak jaman sekarang pada ancur menghambat kemajuan pertumbuhan anak,game stresss anj minimal kasih tim kntl kaya game buff tu hero gak ngotak anj op ny tolong monton dibales gimna aduh mental anak jaman ancur menghambat kemajuan pertumbuhan anak,"['game', 'stresss', 'anj', 'minimal', 'kasih', 'tim', 'kntl', 'kaya', 'game', 'buff', 'tu', 'hero', 'gak', 'ngotak', 'anj', 'op', 'ny', 'tolong', 'monton', 'dibales', 'gimna', 'aduh', 'mental', 'anak', 'jaman', 'ancur', 'menghambat', 'kemajuan', 'pertumbuhan', 'anak']",game stresss anj minimal kasih tim kntl kaya game buff tu hero gak ngotak anj op ny tolong monton dibales gimna aduh mental anak jaman ancur hambat maju tumbuh anak
saya mendapatkan pengalaman yang kurang baik saat bermain hal itu baru saja terjadi jadi ceritanya seperti ini:saya bermain mobile legend seperti biasa dan pada saat pertengahan game hp saya mengalami force close dan saat saya login untuk menyambung ulang game nya lama sekali masuk ke in game nya dan pada saat tim saya sudah kalah baru masuk ke in game mungkin itu saja dari saya semoga update kedepanya ketika menghubungkan ulang game itu lebih cepat agar tidak merugikan player,4,Positif,saya mendapatkan pengalaman yang kurang baik saat bermain hal itu baru saja terjadi jadi ceritanya seperti inisaya bermain mobile legend seperti biasa dan pada saat pertengahan game hp saya mengalami force close dan saat saya login untuk menyambung ulang game nya lama sekali masuk ke in game nya dan pada saat tim saya sudah kalah baru masuk ke in game mungkin itu saja dari saya semoga update kedepanya ketika menghubungkan ulang game itu lebih cepat agar tidak merugikan player,pengalaman bermain ceritanya inisaya bermain mobile legend pertengahan game hp mengalami force close login menyambung ulang game nya masuk in game nya tim kalah masuk in game semoga update kedepanya menghubungkan ulang game cepat merugikan player,"['pengalaman', 'bermain', 'ceritanya', 'inisaya', 'bermain', 'mobile', 'legend', 'pertengahan', 'game', 'hp', 'mengalami', 'force', 'close', 'login', 'menyambung', 'ulang', 'game', 'nya', 'masuk', 'in', 'game', 'nya', 'tim', 'kalah', 'masuk', 'in', 'game', 'semoga', 'update', 'kedepanya', 'menghubungkan', 'ulang', 'game', 'cepat', 'merugikan', 'player']",alam main cerita inisaya main mobile legend tengah game hp alami force close login sambung ulang game nya masuk in game nya tim kalah masuk in game moga update depa hubung ulang game cepat rugi player
Untuk sekarang dah ada peningkatan lah btw untuk buff dari turtle bisa tahan sampe late game itu kaya gak nguntungin banget udahlah dapet tim yg main seenak jidat mereka sendiri di tambah fitur buff dari turtle ini ampun aku monton niat ngasih sistem yang adil malah bikin playernya tambah kesulitan 🙃,5,Positif,untuk sekarang dah ada peningkatan lah btw untuk buff dari turtle bisa tahan sampe late game itu kaya gak nguntungin banget udahlah dapet tim yg main seenak jidat mereka sendiri di tambah fitur buff dari turtle ini ampun aku monton niat ngasih sistem yang adil malah bikin playernya tambah kesulitan ,dah peningkatan btw buff turtle tahan sampe late game kaya gak nguntungin banget udahlah dapet tim yg main seenak jidat fitur buff turtle ampun monton niat ngasih sistem adil bikin playernya kesulitan,"['dah', 'peningkatan', 'btw', 'buff', 'turtle', 'tahan', 'sampe', 'late', 'game', 'kaya', 'gak', 'nguntungin', 'banget', 'udahlah', 'dapet', 'tim', 'yg', 'main', 'seenak', 'jidat', 'fitur', 'buff', 'turtle', 'ampun', 'monton', 'niat', 'ngasih', 'sistem', 'adil', 'bikin', 'playernya', 'kesulitan']",dah tingkat btw buff turtle tahan sampe late game kaya gak nguntungin banget udahlah dapet tim yg main enak jidat fitur buff turtle ampun monton niat ngasih sistem adil bikin playernya sulit
"Developer kurang literasi,masa orang yg nggak berkata kasar di mute 3 hari loh :( apasih maunya nih game udahngasih team ngasal ngasaan pula match-nya nggak imbang musuhnya pada jago teman etim kayak computer yang bener aja develop mohon diperbaiki sistem match-nya gara² dapat tim nggak seimbang bikin lose strike Mulu.",1,Negatif,developer kurang literasimasa orang yg nggak berkata kasar di mute  hari loh  apasih maunya nih game udahngasih team ngasal ngasaan pula matchnya nggak imbang musuhnya pada jago teman etim kayak computer yang bener aja develop mohon diperbaiki sistem matchnya gara dapat tim nggak seimbang bikin lose strike mulu,developer literasimasa orang yg nggak kasar mute loh apasih maunya nih game udahngasih team ngasal ngasaan matchnya nggak imbang musuhnya jago teman etim kayak computer bener aja develop mohon diperbaiki sistem matchnya gara tim nggak seimbang bikin lose strike mulu,"['developer', 'literasimasa', 'orang', 'yg', 'nggak', 'kasar', 'mute', 'loh', 'apasih', 'maunya', 'nih', 'game', 'udahngasih', 'team', 'ngasal', 'ngasaan', 'matchnya', 'nggak', 'imbang', 'musuhnya', 'jago', 'teman', 'etim', 'kayak', 'computer', 'bener', 'aja', 'develop', 'mohon', 'diperbaiki', 'sistem', 'matchnya', 'gara', 'tim', 'nggak', 'seimbang', 'bikin', 'lose', 'strike', 'mulu']",developer literasimasa orang yg nggak kasar mute loh apasih mau nih game udahngasih team ngasal ngasaan matchnya nggak imbang musuh jago teman etim kayak computer bener aja develop mohon baik sistem matchnya gara tim nggak imbang bikin lose strike mulu
"udah bagus, tapi kebanyakan skin tema futuristik + warna ungu semua, bosen liatnya. Paling gasuka kalo kita udah kill banyak malah yang dapet assist banyak mvp nya, moonton please update biar yang dapet kill banyak mvp, jangan yang assist banyak mvp. aku kasih bintang satu sekarang karena dikasih ls mulu, gajelas moonton.",1,Negatif,udah bagus tapi kebanyakan skin tema futuristik  warna ungu semua bosen liatnya paling gasuka kalo kita udah kill banyak malah yang dapet assist banyak mvp nya moonton please update biar yang dapet kill banyak mvp jangan yang assist banyak mvp aku kasih bintang satu sekarang karena dikasih ls mulu gajelas moonton,udah bagus kebanyakan skin tema futuristik warna ungu bosen liatnya gasuka kalo udah kill dapet assist mvp nya moonton please update biar dapet kill mvp assist mvp kasih bintang dikasih ls mulu gajelas moonton,"['udah', 'bagus', 'kebanyakan', 'skin', 'tema', 'futuristik', 'warna', 'ungu', 'bosen', 'liatnya', 'gasuka', 'kalo', 'udah', 'kill', 'dapet', 'assist', 'mvp', 'nya', 'moonton', 'please', 'update', 'biar', 'dapet', 'kill', 'mvp', 'assist', 'mvp', 'kasih', 'bintang', 'dikasih', 'ls', 'mulu', 'gajelas', 'moonton']",udah bagus banyak skin tema futuristik warna ungu bosen liat gasuka kalo udah kill dapet assist mvp nya moonton please update biar dapet kill mvp assist mvp kasih bintang kasih ls mulu gajelas moonton
Ada yang bagus ada yang jelek: yaitu event skin epik gratis itu fati yang bisa di tawar jadi gk bisa ditawar yang bagus: monnton udah gk kikir tapi suka kasih los sekian terima kasih,5,Positif,ada yang bagus ada yang jelek yaitu event skin epik gratis itu fati yang bisa di tawar jadi gk bisa ditawar yang bagus monnton udah gk kikir tapi suka kasih los sekian terima kasih,bagus jelek event skin epik gratis fati tawar gk ditawar bagus monnton udah gk kikir suka kasih los sekian terima kasih,"['bagus', 'jelek', 'event', 'skin', 'epik', 'gratis', 'fati', 'tawar', 'gk', 'ditawar', 'bagus', 'monnton', 'udah', 'gk', 'kikir', 'suka', 'kasih', 'los', 'sekian', 'terima', 'kasih']",bagus jelek event skin epik gratis fati tawar gk tawar bagus monnton udah gk kikir suka kasih los sekian terima kasih
"Gamenya abgus tapi banyak bug, ngelag, suka gk bis alog in jadinya harus hapus lalu instal lagi, jadi kurang,lalu tolong montoon jangan pilih kasih gw dapet tim dark sistem mulu TIM MUSUH NGGK capek tau gk!",1,Negatif,gamenya abgus tapi banyak bug ngelag suka gk bis alog in jadinya harus hapus lalu instal lagi jadi kuranglalu tolong montoon jangan pilih kasih gw dapet tim dark sistem mulu tim musuh nggk capek tau gk,gamenya abgus bug ngelag suka gk bis alog in hapus instal kuranglalu tolong montoon pilih kasih gw dapet tim dark sistem mulu tim musuh nggk capek tau gk,"['gamenya', 'abgus', 'bug', 'ngelag', 'suka', 'gk', 'bis', 'alog', 'in', 'hapus', 'instal', 'kuranglalu', 'tolong', 'montoon', 'pilih', 'kasih', 'gw', 'dapet', 'tim', 'dark', 'sistem', 'mulu', 'tim', 'musuh', 'nggk', 'capek', 'tau', 'gk']",gamenya abgus bug ngelag suka gk bis alog in hapus instal kuranglalu tolong montoon pilih kasih gw dapet tim dark sistem mulu tim musuh nggk capek tau gk
"dear moonton, tolong perbaiki sistem matchmakingnya, percuma ngadain event skin gratis tpi matchmaking masih hancur, ketika main solo tim yang di dapet tidak seimbang sama musuh, apalagi awal season seperti sekarang, musuh yang kita dapat ex glory sedangkan tim yang kita dapet malah penduduk asli tier epic sama legend, dan ketika pakai hero mmr itu selalu banyak kendalanya, mulai dari dark sistem, jaringan tidak stabil dll, itu yang membuat para player tidak nyaman, semoga kedepanya makin adil..",2,Negatif,dear moonton tolong perbaiki sistem matchmakingnya percuma ngadain event skin gratis tpi matchmaking masih hancur ketika main solo tim yang di dapet tidak seimbang sama musuh apalagi awal season seperti sekarang musuh yang kita dapat ex glory sedangkan tim yang kita dapet malah penduduk asli tier epic sama legend dan ketika pakai hero mmr itu selalu banyak kendalanya mulai dari dark sistem jaringan tidak stabil dll itu yang membuat para player tidak nyaman semoga kedepanya makin adil,dear moonton tolong perbaiki sistem matchmakingnya ngadain event skin gratis tpi matchmaking hancur main solo tim dapet seimbang musuh season musuh ex glory tim dapet penduduk asli tier epic legend pakai hero mmr kendalanya dark sistem jaringan stabil dll player nyaman semoga kedepanya adil,"['dear', 'moonton', 'tolong', 'perbaiki', 'sistem', 'matchmakingnya', 'ngadain', 'event', 'skin', 'gratis', 'tpi', 'matchmaking', 'hancur', 'main', 'solo', 'tim', 'dapet', 'seimbang', 'musuh', 'season', 'musuh', 'ex', 'glory', 'tim', 'dapet', 'penduduk', 'asli', 'tier', 'epic', 'legend', 'pakai', 'hero', 'mmr', 'kendalanya', 'dark', 'sistem', 'jaringan', 'stabil', 'dll', 'player', 'nyaman', 'semoga', 'kedepanya', 'adil']",dear moonton tolong baik sistem matchmakingnya ngadain event skin gratis tpi matchmaking hancur main solo tim dapet imbang musuh season musuh ex glory tim dapet duduk asli tier epic legend pakai hero mmr kendala dark sistem jaring stabil dll player nyaman moga depa adil
"Saya sangat tidak puas dengan sistem matchmakingnya,masa setiap saya tidak dapat match karena sinyal buruk malah dihitung sebagai afk,gara2 hal ini credit score saya jadi rendah dan tidak dapat bermain rank",1,Negatif,saya sangat tidak puas dengan sistem matchmakingnyamasa setiap saya tidak dapat match karena sinyal buruk malah dihitung sebagai afkgara hal ini credit score saya jadi rendah dan tidak dapat bermain rank,puas sistem matchmakingnyamasa match sinyal buruk dihitung afkgara credit score rendah bermain rank,"['puas', 'sistem', 'matchmakingnyamasa', 'match', 'sinyal', 'buruk', 'dihitung', 'afkgara', 'credit', 'score', 'rendah', 'bermain', 'rank']",puas sistem matchmakingnyamasa match sinyal buruk hitung afkgara credit score rendah main rank
Tlong dong min ini sya kalo lagi main di dalem game gelag mlu lansung kuning ke merah ping ya min tlong di bantu min untuk player kaya saya min banyak yang galamin kaya gini tlong dong dari segi jaringan ya di optimalisasi lagi agar player juga have fun main ya gitu dibaca min dengerin curhatan player kaya saya !!! 😕😠,4,Positif,tlong dong min ini sya kalo lagi main di dalem game gelag mlu lansung kuning ke merah ping ya min tlong di bantu min untuk player kaya saya min banyak yang galamin kaya gini tlong dong dari segi jaringan ya di optimalisasi lagi agar player juga have fun main ya gitu dibaca min dengerin curhatan player kaya saya  ,tlong min sya kalo main dalem game gelag mlu lansung kuning merah ping ya min tlong bantu min player kaya min galamin kaya gini tlong segi jaringan ya optimalisasi player have fun main ya gitu dibaca min dengerin curhatan player kaya,"['tlong', 'min', 'sya', 'kalo', 'main', 'dalem', 'game', 'gelag', 'mlu', 'lansung', 'kuning', 'merah', 'ping', 'ya', 'min', 'tlong', 'bantu', 'min', 'player', 'kaya', 'min', 'galamin', 'kaya', 'gini', 'tlong', 'segi', 'jaringan', 'ya', 'optimalisasi', 'player', 'have', 'fun', 'main', 'ya', 'gitu', 'dibaca', 'min', 'dengerin', 'curhatan', 'player', 'kaya']",tlong min sya kalo main dalem game gelag mlu lansung kuning merah ping ya min tlong bantu min player kaya min galamin kaya gin tlong segi jaring ya optimalisasi player have fun main ya gitu baca min dengerin curhatan player kaya
"Makin kesini bukanya tambah baik malah tambah parah. Cuma menang dikwalitas gambarnya doang. Sinyal jadi mendadak suka lag,hilang,dapet tim sering banget dapet dark sistem. Lawan hero lawan yang damagenya gak ngotak.",1,Negatif,makin kesini bukanya tambah baik malah tambah parah cuma menang dikwalitas gambarnya doang sinyal jadi mendadak suka laghilangdapet tim sering banget dapet dark sistem lawan hero lawan yang damagenya gak ngotak,kesini bukanya parah menang dikwalitas gambarnya doang sinyal mendadak suka laghilangdapet tim banget dapet dark sistem lawan hero lawan damagenya gak ngotak,"['kesini', 'bukanya', 'parah', 'menang', 'dikwalitas', 'gambarnya', 'doang', 'sinyal', 'mendadak', 'suka', 'laghilangdapet', 'tim', 'banget', 'dapet', 'dark', 'sistem', 'lawan', 'hero', 'lawan', 'damagenya', 'gak', 'ngotak']",kesini buka parah menang dikwalitas gambar doang sinyal dadak suka laghilangdapet tim banget dapet dark sistem lawan hero lawan damagenya gak ngotak
