content,score,Label,textToken,textLemma,textSWR,textStemm,textStemmSTR,umap_1,umap_2,Cluster_KMeans,Cluster_H_Average
sekarang banyak bug ya bukannya di fix malah nambah event terus bug sangat rugi player yang bermain dari banyak bug audio tiba tiba suara senjata hilang sendiri entah ke mana terus bug mic dari dulu sampai sekarang tidak pernah di fix yaampun pubg please lah,1,Negatif,"['sekarang', 'banyak', 'bug', 'ya', 'bukannya', 'di', 'fix', 'malah', 'nambah', 'event', 'terus', 'bug', 'sangat', 'rugi', 'player', 'yang', 'bermain', 'dari', 'banyak', 'bug', 'audio', 'tiba', 'tiba', 'suara', 'senjata', 'hilang', 'sendiri', 'entah', 'ke', 'mana', 'terus', 'bug', 'mic', 'dari', 'dulu', 'sampai', 'sekarang', 'tidak', 'pernah', 'di', 'fix', 'yaampun', 'pubg', 'please', 'lah']","['sekarang', 'banyak', 'bug', 'ya', 'bukannya', 'di', 'fix', 'malah', 'nambah', 'event', 'terus', 'bug', 'sangat', 'rugi', 'player', 'yang', 'main', 'dari', 'banyak', 'bug', 'audio', 'tiba', 'tiba', 'suara', 'senjata', 'hilang', 'sendiri', 'entah', 'ke', 'mana', 'terus', 'bug', 'mic', 'dari', 'dulu', 'sampai', 'sekarang', 'tidak', 'pernah', 'di', 'fix', 'yaampun', 'pubg', 'please', 'lah']","['bug', 'fix', 'nambah', 'event', 'bug', 'rugi', 'player', 'main', 'bug', 'audio', 'suara', 'senjata', 'hilang', 'bug', 'mic', 'fix', 'yaampun', 'pubg', 'please']","['bug', 'fix', 'nambah', 'bug', 'rugi', 'bug', 'audio', 'suara', 'senjata', 'hilang', 'bug', 'mic', 'fix', 'yaampun', 'pubg', 'please']",bug fix nambah bug rugi bug audio suara senjata hilang bug mic fix yaampun pubg please,4.9112091064453125,13.997501373291016,2,0
kembali pubg seperti dulu yang ada siang tidak perlu event untuk update yang tidak perlu membuat spesifikasi game jadi makin berat kalau menciptakan permainan yang mendekati sempurna lebih baik untuk versi pc,1,Negatif,"['kembali', 'pubg', 'seperti', 'dulu', 'yang', 'ada', 'siang', 'tidak', 'perlu', 'event', 'untuk', 'update', 'yang', 'tidak', 'perlu', 'membuat', 'spesifikasi', 'game', 'jadi', 'makin', 'berat', 'kalau', 'menciptakan', 'permainan', 'yang', 'mendekati', 'sempurna', 'lebih', 'baik', 'untuk', 'versi', 'pc']","['kembali', 'pubg', 'seperti', 'dulu', 'yang', 'ada', 'siang', 'tidak', 'perlu', 'event', 'untuk', 'update', 'yang', 'tidak', 'perlu', 'buat', 'spesifikasi', 'game', 'jadi', 'makin', 'berat', 'kalau', 'cipta', 'main', 'yang', 'dekat', 'sempurna', 'lebih', 'baik', 'untuk', 'versi', 'pc']","['pubg', 'siang', 'event', 'update', 'spesifikasi', 'game', 'berat', 'cipta', 'main', 'sempurna', 'versi', 'pc']","['pubg', 'siang', 'spesifikasi', 'berat', 'cipta', 'sempurna', 'versi', 'pc']",pubg siang spesifikasi berat cipta sempurna versi pc,2.3518691062927246,17.428064346313477,0,0
sebenarnya males main pubg ini karena dulu akun saya ilang kena hack sama facebook nya juga sampai sekarang udah tidak bisa buka sama facebook padahal saya udah abis uang banyak buat beli skin pubg kalau ada kantor nya di jakarta buat lapor mungkin lebih bagus,1,Negatif,"['sebenarnya', 'males', 'main', 'pubg', 'ini', 'karena', 'dulu', 'akun', 'saya', 'ilang', 'kena', 'hack', 'sama', 'facebook', 'nya', 'juga', 'sampai', 'sekarang', 'udah', 'tidak', 'bisa', 'buka', 'sama', 'facebook', 'padahal', 'saya', 'udah', 'abis', 'uang', 'banyak', 'buat', 'beli', 'skin', 'pubg', 'kalau', 'ada', 'kantor', 'nya', 'di', 'jakarta', 'buat', 'lapor', 'mungkin', 'lebih', 'bagus']","['sebenarnya', 'males', 'main', 'pubg', 'ini', 'karena', 'dulu', 'akun', 'saya', 'ilang', 'kena', 'hack', 'sama', 'facebook', 'nya', 'juga', 'sampai', 'sekarang', 'udah', 'tidak', 'bisa', 'buka', 'sama', 'facebook', 'padahal', 'saya', 'udah', 'abis', 'uang', 'banyak', 'buat', 'beli', 'skin', 'pubg', 'kalau', 'ada', 'kantor', 'nya', 'di', 'jakarta', 'buat', 'lapor', 'mungkin', 'lebih', 'bagus']","['males', 'main', 'pubg', 'akun', 'ilang', 'kena', 'hack', 'facebook', 'nya', 'udah', 'buka', 'facebook', 'udah', 'abis', 'uang', 'beli', 'skin', 'pubg', 'kantor', 'nya', 'jakarta', 'lapor', 'bagus']","['males', 'pubg', 'akun', 'ilang', 'kena', 'hack', 'facebook', 'buka', 'facebook', 'abis', 'uang', 'beli', 'skin', 'pubg', 'kantor', 'jakarta', 'lapor']",males pubg akun ilang kena hack facebook buka facebook abis uang beli skin pubg kantor jakarta lapor,1.6232010126113892,17.408906936645508,0,0
sialan kenapa saya pas mau download data harus menggunakan wifi saya tidak memiliki nya saya cuma menggunakan data,1,Negatif,"['sialan', 'kenapa', 'saya', 'pas', 'mau', 'download', 'data', 'harus', 'menggunakan', 'wifi', 'saya', 'tidak', 'memiliki', 'nya', 'saya', 'cuma', 'menggunakan', 'data']","['sial', 'kenapa', 'saya', 'pas', 'mau', 'download', 'data', 'harus', 'guna', 'wifi', 'saya', 'tidak', 'milik', 'nya', 'saya', 'cuma', 'guna', 'data']","['sial', 'pas', 'download', 'data', 'wifi', 'milik', 'nya', 'data']","['sial', 'download', 'data', 'wifi', 'milik', 'data']",sial download data wifi milik data,3.7861721515655518,16.19993019104004,5,0
anjing makin aneh goblok mau maen relogin maen relogin bangsat tiba keluar anjing tenan tidak enak maen kek gin uninstall lah tidak tanggung saya cuma mau ulas karena tidak sudi maen lagi anjing udah update an tolol makin berat mau maen tidak seru langsung auto keluar dari game nya kontol memang pubg sekarang beda kalah sama tencent asik tegang dll pokok nya bukan di perbaiki malah tetep aja update tolol,1,Negatif,"['anjing', 'makin', 'aneh', 'goblok', 'mau', 'maen', 'relogin', 'maen', 'relogin', 'bangsat', 'tiba', 'keluar', 'anjing', 'tenan', 'tidak', 'enak', 'maen', 'kek', 'gin', 'uninstall', 'lah', 'tidak', 'tanggung', 'saya', 'cuma', 'mau', 'ulas', 'karena', 'tidak', 'sudi', 'maen', 'lagi', 'anjing', 'udah', 'update', 'an', 'tolol', 'makin', 'berat', 'mau', 'maen', 'tidak', 'seru', 'langsung', 'auto', 'keluar', 'dari', 'game', 'nya', 'kontol', 'memang', 'pubg', 'sekarang', 'beda', 'kalah', 'sama', 'tencent', 'asik', 'tegang', 'dll', 'pokok', 'nya', 'bukan', 'di', 'perbaiki', 'malah', 'tetep', 'aja', 'update', 'tolol']","['anjing', 'makin', 'aneh', 'goblok', 'mau', 'maen', 'relogin', 'maen', 'relogin', 'bangsat', 'tiba', 'keluar', 'anjing', 'tenan', 'tidak', 'enak', 'maen', 'kek', 'gin', 'uninstall', 'lah', 'tidak', 'tanggung', 'saya', 'cuma', 'mau', 'ulas', 'karena', 'tidak', 'sudi', 'maen', 'lagi', 'anjing', 'udah', 'update', 'an', 'tolol', 'makin', 'berat', 'mau', 'maen', 'tidak', 'seru', 'langsung', 'auto', 'keluar', 'dari', 'game', 'nya', 'kontol', 'memang', 'pubg', 'sekarang', 'beda', 'kalah', 'sama', 'tencent', 'asik', 'tegang', 'dll', 'pokok', 'nya', 'bukan', 'di', 'perbaiki', 'malah', 'tetep', 'aja', 'update', 'tolol']","['anjing', 'aneh', 'goblok', 'maen', 'relogin', 'maen', 'relogin', 'bangsat', 'anjing', 'tenan', 'enak', 'maen', 'kek', 'gin', 'uninstall', 'tanggung', 'ulas', 'sudi', 'maen', 'anjing', 'udah', 'update', 'an', 'tolol', 'berat', 'maen', 'seru', 'langsung', 'auto', 'game', 'nya', 'kontol', 'pubg', 'beda', 'kalah', 'tencent', 'asik', 'tegang', 'pokok', 'nya', 'perbaiki', 'tetep', 'aja', 'update', 'tolol']","['anjing', 'aneh', 'goblok', 'maen', 'relogin', 'maen', 'relogin', 'bangsat', 'anjing', 'tenan', 'enak', 'maen', 'kek', 'gin', 'uninstall', 'tanggung', 'ulas', 'sudi', 'maen', 'anjing', 'tolol', 'berat', 'maen', 'seru', 'langsung', 'auto', 'kontol', 'pubg', 'beda', 'kalah', 'tencent', 'asik', 'tegang', 'pokok', 'tetep', 'tolol']",anjing aneh goblok maen relogin maen relogin bangsat anjing tenan enak maen kek gin uninstall tanggung ulas sudi maen anjing tolol berat maen seru langsung auto kontol pubg beda kalah tencent asik tegang pokok tetep tolol,4.357193470001221,16.42238426208496,5,0
tolong perbaiki bug loading masuk match kadang stuck di padahal jaringan bagus harus relogin game dulu untuk masuk ke match lain hasil match yang terkena bug loading masuk terkena peringatan afk rank turun sekali lagi tolong di perbaiki bug itu karena sangat rugi pemain lain,1,Negatif,"['tolong', 'perbaiki', 'bug', 'loading', 'masuk', 'match', 'kadang', 'stuck', 'di', 'padahal', 'jaringan', 'bagus', 'harus', 'relogin', 'game', 'dulu', 'untuk', 'masuk', 'ke', 'match', 'lain', 'hasil', 'match', 'yang', 'terkena', 'bug', 'loading', 'masuk', 'terkena', 'peringatan', 'afk', 'rank', 'turun', 'sekali', 'lagi', 'tolong', 'di', 'perbaiki', 'bug', 'itu', 'karena', 'sangat', 'rugi', 'pemain', 'lain']","['tolong', 'perbaiki', 'bug', 'loading', 'masuk', 'match', 'kadang', 'stuck', 'di', 'padahal', 'jaring', 'bagus', 'harus', 'relogin', 'game', 'dulu', 'untuk', 'masuk', 'ke', 'match', 'lain', 'hasil', 'match', 'yang', 'kena', 'bug', 'loading', 'masuk', 'kena', 'ingat', 'afk', 'rank', 'turun', 'sekali', 'lagi', 'tolong', 'di', 'perbaiki', 'bug', 'itu', 'karena', 'sangat', 'rugi', 'main', 'lain']","['perbaiki', 'bug', 'loading', 'masuk', 'match', 'kadang', 'stuck', 'jaring', 'bagus', 'relogin', 'game', 'masuk', 'match', 'hasil', 'match', 'kena', 'bug', 'loading', 'masuk', 'kena', 'afk', 'rank', 'turun', 'perbaiki', 'bug', 'rugi', 'main']","['bug', 'loading', 'masuk', 'kadang', 'stuck', 'jaring', 'relogin', 'masuk', 'hasil', 'kena', 'bug', 'loading', 'masuk', 'kena', 'afk', 'turun', 'bug', 'rugi']",bug loading masuk kadang stuck jaring relogin masuk hasil kena bug loading masuk kena afk turun bug rugi,3.373465061187744,14.393421173095703,4,0
pubg lagi bermasalah kah kok punya saya tidak bisa di buka udah hapus data tetap tidak bisa terpaksa harus uninstall dan download ulang tetep aja tidak bisa gimana nih saya ken main,1,Negatif,"['pubg', 'lagi', 'bermasalah', 'kah', 'kok', 'punya', 'saya', 'tidak', 'bisa', 'di', 'buka', 'udah', 'hapus', 'data', 'tetap', 'tidak', 'bisa', 'terpaksa', 'harus', 'uninstall', 'dan', 'download', 'ulang', 'tetep', 'aja', 'tidak', 'bisa', 'gimana', 'nih', 'saya', 'ken', 'main']","['pubg', 'lagi', 'masalah', 'kah', 'kok', 'punya', 'saya', 'tidak', 'bisa', 'di', 'buka', 'udah', 'hapus', 'data', 'tetap', 'tidak', 'bisa', 'paksa', 'harus', 'uninstall', 'dan', 'download', 'ulang', 'tetep', 'aja', 'tidak', 'bisa', 'gimana', 'nih', 'saya', 'ken', 'main']","['pubg', 'buka', 'udah', 'hapus', 'data', 'paksa', 'uninstall', 'download', 'ulang', 'tetep', 'aja', 'gimana', 'nih', 'ken', 'main']","['pubg', 'buka', 'hapus', 'data', 'paksa', 'uninstall', 'download', 'ulang', 'tetep', 'gimana', 'nih', 'ken']",pubg buka hapus data paksa uninstall download ulang tetep gimana nih ken,3.177161693572998,16.517139434814453,5,3
saya mas main pubg kenapa cuma map erangel yang ada event seharusnya yang seru itu semua map ada event mohon di perbaiki map bila perlu perbaiki juga server biar tidak ngaruh pada hp menenga dan perbaiki juga gerakan karakternya biar lebih cepat dan kill says rasa itu saja,2,Negatif,"['saya', 'mas', 'main', 'pubg', 'kenapa', 'cuma', 'map', 'erangel', 'yang', 'ada', 'event', 'seharusnya', 'yang', 'seru', 'itu', 'semua', 'map', 'ada', 'event', 'mohon', 'di', 'perbaiki', 'map', 'bila', 'perlu', 'perbaiki', 'juga', 'server', 'biar', 'tidak', 'ngaruh', 'pada', 'hp', 'menenga', 'dan', 'perbaiki', 'juga', 'gerakan', 'karakternya', 'biar', 'lebih', 'cepat', 'dan', 'kill', 'says', 'rasa', 'itu', 'saja']","['saya', 'mas', 'main', 'pubg', 'kenapa', 'cuma', 'map', 'erangel', 'yang', 'ada', 'event', 'seharusnya', 'yang', 'seru', 'itu', 'semua', 'map', 'ada', 'event', 'mohon', 'di', 'perbaiki', 'map', 'bila', 'perlu', 'perbaiki', 'juga', 'server', 'biar', 'tidak', 'ngaruh', 'pada', 'hp', 'menenga', 'dan', 'perbaiki', 'juga', 'gerak', 'karakter', 'biar', 'lebih', 'cepat', 'dan', 'kill', 'says', 'rasa', 'itu', 'saja']","['mas', 'main', 'pubg', 'map', 'erangel', 'event', 'seru', 'map', 'event', 'mohon', 'perbaiki', 'map', 'perbaiki', 'server', 'biar', 'ngaruh', 'hp', 'menenga', 'perbaiki', 'gerak', 'karakter', 'biar', 'cepat', 'kill', 'says']","['mas', 'pubg', 'map', 'erangel', 'seru', 'map', 'mohon', 'map', 'server', 'biar', 'ngaruh', 'menenga', 'gerak', 'karakter', 'biar', 'cepat', 'kill', 'says']",mas pubg map erangel seru map mohon map server biar ngaruh menenga gerak karakter biar cepat kill says,3.2033615112304688,17.390350341796875,0,0
ini bagaimana ini oi krafton ini gimana ini aku baru download data pubg mau login pakai google play tidak bisa ini tolong bagaimana solusinya,1,Negatif,"['ini', 'bagaimana', 'ini', 'oi', 'krafton', 'ini', 'gimana', 'ini', 'aku', 'baru', 'download', 'data', 'pubg', 'mau', 'login', 'pakai', 'google', 'play', 'tidak', 'bisa', 'ini', 'tolong', 'bagaimana', 'solusinya']","['ini', 'bagaimana', 'ini', 'oi', 'krafton', 'ini', 'gimana', 'ini', 'aku', 'baru', 'download', 'data', 'pubg', 'mau', 'login', 'pakai', 'google', 'play', 'tidak', 'bisa', 'ini', 'tolong', 'bagaimana', 'solusi']","['oi', 'krafton', 'gimana', 'download', 'data', 'pubg', 'login', 'pakai', 'google', 'play', 'solusi']","['oi', 'krafton', 'gimana', 'download', 'data', 'pubg', 'login', 'pakai', 'google', 'play', 'solusi']",oi krafton gimana download data pubg login pakai google play solusi,2.3589890003204346,15.840041160583496,3,0
kenapa setiap update aplikasi dan event selalu aja habisin banyak ruang memori mau sebanyak apa kapasitas memori penyimpanan hp gabakal pernah cukup saya sampai langganan penyimpanan di icloud demi bisa main pub padahal saya user pub udah tahun dan selalu upgrade device biar bisa imbang grafik yang bagus beberapa terjadi frame saat sedang bertarung peluru apakah game ini hanya untuk device yang tengah atas kalau ya mungkin game ini akan ditinggalkan,2,Negatif,"['kenapa', 'setiap', 'update', 'aplikasi', 'dan', 'event', 'selalu', 'aja', 'habisin', 'banyak', 'ruang', 'memori', 'mau', 'sebanyak', 'apa', 'kapasitas', 'memori', 'penyimpanan', 'hp', 'gabakal', 'pernah', 'cukup', 'saya', 'sampai', 'langganan', 'penyimpanan', 'di', 'icloud', 'demi', 'bisa', 'main', 'pub', 'padahal', 'saya', 'user', 'pub', 'udah', 'tahun', 'dan', 'selalu', 'upgrade', 'device', 'biar', 'bisa', 'imbang', 'grafik', 'yang', 'bagus', 'beberapa', 'terjadi', 'frame', 'saat', 'sedang', 'bertarung', 'peluru', 'apakah', 'game', 'ini', 'hanya', 'untuk', 'device', 'yang', 'tengah', 'atas', 'kalau', 'ya', 'mungkin', 'game', 'ini', 'akan', 'ditinggalkan']","['kenapa', 'setiap', 'update', 'aplikasi', 'dan', 'event', 'selalu', 'aja', 'habisin', 'banyak', 'ruang', 'memori', 'mau', 'sebanyak', 'apa', 'kapasitas', 'memori', 'simpan', 'hp', 'gabakal', 'pernah', 'cukup', 'saya', 'sampai', 'langgan', 'simpan', 'di', 'icloud', 'demi', 'bisa', 'main', 'pub', 'padahal', 'saya', 'user', 'pub', 'udah', 'tahun', 'dan', 'selalu', 'upgrade', 'device', 'biar', 'bisa', 'imbang', 'grafik', 'yang', 'bagus', 'beberapa', 'terjadi', 'frame', 'saat', 'sedang', 'tarung', 'peluru', 'apakah', 'game', 'ini', 'hanya', 'untuk', 'device', 'yang', 'tengah', 'atas', 'kalau', 'ya', 'mungkin', 'game', 'ini', 'akan', 'tinggal']","['update', 'aplikasi', 'event', 'aja', 'habisin', 'ruang', 'memori', 'kapasitas', 'memori', 'simpan', 'hp', 'gabakal', 'langgan', 'simpan', 'icloud', 'main', 'pub', 'user', 'pub', 'udah', 'upgrade', 'device', 'biar', 'imbang', 'grafik', 'bagus', 'frame', 'tarung', 'peluru', 'game', 'device', 'game', 'tinggal']","['aplikasi', 'habisin', 'ruang', 'memori', 'kapasitas', 'memori', 'simpan', 'gabakal', 'langgan', 'simpan', 'icloud', 'pub', 'user', 'pub', 'upgrade', 'device', 'biar', 'imbang', 'grafik', 'frame', 'tarung', 'peluru', 'device', 'tinggal']",aplikasi habisin ruang memori kapasitas memori simpan gabakal langgan simpan icloud pub user pub upgrade device biar imbang grafik frame tarung peluru device tinggal,4.869117259979248,17.719881057739258,5,4
min ini pubg ku mulai bug mulai kok stuck terus kembali ke lobi masuk tempur stuck juga gimana nih min tidak niat jadi nya buat main,1,Negatif,"['min', 'ini', 'pubg', 'ku', 'mulai', 'bug', 'mulai', 'kok', 'stuck', 'terus', 'kembali', 'ke', 'lobi', 'masuk', 'tempur', 'stuck', 'juga', 'gimana', 'nih', 'min', 'tidak', 'niat', 'jadi', 'nya', 'buat', 'main']","['min', 'ini', 'pubg', 'ku', 'mulai', 'bug', 'mulai', 'kok', 'stuck', 'terus', 'kembali', 'ke', 'lobi', 'masuk', 'tempur', 'stuck', 'juga', 'gimana', 'nih', 'min', 'tidak', 'niat', 'jadi', 'nya', 'buat', 'main']","['min', 'pubg', 'ku', 'bug', 'stuck', 'lobi', 'masuk', 'tempur', 'stuck', 'gimana', 'nih', 'min', 'niat', 'nya', 'main']","['min', 'pubg', 'ku', 'bug', 'stuck', 'lobi', 'masuk', 'tempur', 'stuck', 'gimana', 'nih', 'min', 'niat']",min pubg ku bug stuck lobi masuk tempur stuck gimana nih min niat,3.4632911682128906,14.63652229309082,4,0
tolong setiap mengadakan event lebih kreatif ya untuk event yang sekarang vampir tidak jelas sangat membosankan dan juga sangat berat menyebabkan fps drop kita sebagai player tidak peduli kok dengan event sampah seperti ini yang kita penting adalah kenyamanan saat bermain cukup fps stabil saja,1,Negatif,"['tolong', 'setiap', 'mengadakan', 'event', 'lebih', 'kreatif', 'ya', 'untuk', 'event', 'yang', 'sekarang', 'vampir', 'tidak', 'jelas', 'sangat', 'membosankan', 'dan', 'juga', 'sangat', 'berat', 'menyebabkan', 'fps', 'drop', 'kita', 'sebagai', 'player', 'tidak', 'peduli', 'kok', 'dengan', 'event', 'sampah', 'seperti', 'ini', 'yang', 'kita', 'penting', 'adalah', 'kenyamanan', 'saat', 'bermain', 'cukup', 'fps', 'stabil', 'saja']","['tolong', 'setiap', 'ada', 'event', 'lebih', 'kreatif', 'ya', 'untuk', 'event', 'yang', 'sekarang', 'vampir', 'tidak', 'jelas', 'sangat', 'bosan', 'dan', 'juga', 'sangat', 'berat', 'sebab', 'fps', 'drop', 'kita', 'sebagai', 'player', 'tidak', 'peduli', 'kok', 'dengan', 'event', 'sampah', 'seperti', 'ini', 'yang', 'kita', 'penting', 'adalah', 'nyaman', 'saat', 'main', 'cukup', 'fps', 'stabil', 'saja']","['event', 'kreatif', 'event', 'vampir', 'bosan', 'berat', 'fps', 'drop', 'player', 'peduli', 'event', 'sampah', 'nyaman', 'main', 'fps', 'stabil']","['kreatif', 'vampir', 'bosan', 'berat', 'fps', 'drop', 'peduli', 'sampah', 'nyaman', 'fps', 'stabil']",kreatif vampir bosan berat fps drop peduli sampah nyaman fps stabil,6.939635753631592,16.970413208007812,5,0
tolong benah lama kayak game ff yang punya uang yang menang game dak ada sportifitas sama sekali game gatal,1,Negatif,"['tolong', 'benah', 'lama', 'kayak', 'game', 'ff', 'yang', 'punya', 'uang', 'yang', 'menang', 'game', 'dak', 'ada', 'sportifitas', 'sama', 'sekali', 'game', 'gatal']","['tolong', 'benah', 'lama', 'kayak', 'game', 'ff', 'yang', 'punya', 'uang', 'yang', 'menang', 'game', 'dak', 'ada', 'sportifitas', 'sama', 'sekali', 'game', 'gatal']","['benah', 'kayak', 'game', 'ff', 'uang', 'menang', 'game', 'dak', 'sportifitas', 'game', 'gatal']","['benah', 'kayak', 'ff', 'uang', 'menang', 'dak', 'sportifitas', 'gatal']",benah kayak ff uang menang dak sportifitas gatal,4.27324914932251,17.367313385009766,5,7
tolong tong ini game perbaiki lagi gimana saya mau maen kalau game frame melulu percuma kalau game frame melulu di rilis saya gimana mau lawan musuh kalau frame melulu game jelek,1,Negatif,"['tolong', 'tong', 'ini', 'game', 'perbaiki', 'lagi', 'gimana', 'saya', 'mau', 'maen', 'kalau', 'game', 'frame', 'melulu', 'percuma', 'kalau', 'game', 'frame', 'melulu', 'di', 'rilis', 'saya', 'gimana', 'mau', 'lawan', 'musuh', 'kalau', 'frame', 'melulu', 'game', 'jelek']","['tolong', 'tong', 'ini', 'game', 'perbaiki', 'lagi', 'gimana', 'saya', 'mau', 'maen', 'kalau', 'game', 'frame', 'melulu', 'percuma', 'kalau', 'game', 'frame', 'melulu', 'di', 'rilis', 'saya', 'gimana', 'mau', 'lawan', 'musuh', 'kalau', 'frame', 'melulu', 'game', 'jelek']","['tong', 'game', 'perbaiki', 'gimana', 'maen', 'game', 'frame', 'melulu', 'game', 'frame', 'melulu', 'rilis', 'gimana', 'lawan', 'musuh', 'frame', 'melulu', 'game', 'jelek']","['tong', 'gimana', 'maen', 'frame', 'melulu', 'frame', 'melulu', 'rilis', 'gimana', 'lawan', 'musuh', 'frame', 'melulu', 'jelek']",tong gimana maen frame melulu frame melulu rilis gimana lawan musuh frame melulu jelek,6.480806350708008,15.346855163574219,1,0
kenapa saat serius main tiba tiba tertutup sendiri aplikasinya,1,Negatif,"['kenapa', 'saat', 'serius', 'main', 'tiba', 'tiba', 'tertutup', 'sendiri', 'aplikasinya']","['kenapa', 'saat', 'serius', 'main', 'tiba', 'tiba', 'tutup', 'sendiri', 'aplikasi']","['serius', 'main', 'tutup', 'aplikasi']","['serius', 'tutup', 'aplikasi']",serius tutup aplikasi,4.422605991363525,18.136722564697266,5,5
eh pubg saya dah tuker popu karena tidak ada yang tuker kok jadi hilang tidak jelas nih game,1,Negatif,"['eh', 'pubg', 'saya', 'dah', 'tuker', 'popu', 'karena', 'tidak', 'ada', 'yang', 'tuker', 'kok', 'jadi', 'hilang', 'tidak', 'jelas', 'nih', 'game']","['eh', 'pubg', 'saya', 'dah', 'tuker', 'popu', 'karena', 'tidak', 'ada', 'yang', 'tuker', 'kok', 'jadi', 'hilang', 'tidak', 'jelas', 'nih', 'game']","['eh', 'pubg', 'dah', 'tuker', 'popu', 'tuker', 'hilang', 'nih', 'game']","['eh', 'pubg', 'dah', 'tuker', 'popu', 'tuker', 'hilang', 'nih']",eh pubg dah tuker popu tuker hilang nih,2.832686424255371,17.209962844848633,5,0
game tolol lag mulu anjing nge frame tolol game yatim anjing server lag tolol bodoh banget tolol bug terus main mode wow senjata tidak tidak bisa lompat segala macam,1,Negatif,"['game', 'tolol', 'lag', 'mulu', 'anjing', 'nge', 'frame', 'tolol', 'game', 'yatim', 'anjing', 'server', 'lag', 'tolol', 'bodoh', 'banget', 'tolol', 'bug', 'terus', 'main', 'mode', 'wow', 'senjata', 'tidak', 'tidak', 'bisa', 'lompat', 'segala', 'macam']","['game', 'tolol', 'lag', 'mulu', 'anjing', 'nge', 'frame', 'tolol', 'game', 'yatim', 'anjing', 'server', 'lag', 'tolol', 'bodoh', 'banget', 'tolol', 'bug', 'terus', 'main', 'mode', 'wow', 'senjata', 'tidak', 'tidak', 'bisa', 'lompat', 'segala', 'macam']","['game', 'tolol', 'lag', 'mulu', 'anjing', 'nge', 'frame', 'tolol', 'game', 'yatim', 'anjing', 'server', 'lag', 'tolol', 'bodoh', 'banget', 'tolol', 'bug', 'main', 'mode', 'wow', 'senjata', 'lompat']","['tolol', 'lag', 'mulu', 'anjing', 'nge', 'frame', 'tolol', 'yatim', 'anjing', 'server', 'lag', 'tolol', 'bodoh', 'tolol', 'bug', 'mode', 'wow', 'senjata', 'lompat']",tolol lag mulu anjing nge frame tolol yatim anjing server lag tolol bodoh tolol bug mode wow senjata lompat,5.193115711212158,15.699493408203125,2,0
pingin ganti tautan email malah tidak bisa woi ngotak itu akun yang berbeda udah tidak bisa di ganti lemot pula tolong bantuan nya min gimana mau logout aku isi syaratnya nickname siap itu akun saya,1,Negatif,"['pingin', 'ganti', 'tautan', 'email', 'malah', 'tidak', 'bisa', 'woi', 'ngotak', 'itu', 'akun', 'yang', 'berbeda', 'udah', 'tidak', 'bisa', 'di', 'ganti', 'lemot', 'pula', 'tolong', 'bantuan', 'nya', 'min', 'gimana', 'mau', 'logout', 'aku', 'isi', 'syaratnya', 'nickname', 'siap', 'itu', 'akun', 'saya']","['pingin', 'ganti', 'taut', 'email', 'malah', 'tidak', 'bisa', 'woi', 'ngotak', 'itu', 'akun', 'yang', 'beda', 'udah', 'tidak', 'bisa', 'di', 'ganti', 'lemot', 'pula', 'tolong', 'bantu', 'nya', 'min', 'gimana', 'mau', 'logout', 'aku', 'isi', 'syarat', 'nickname', 'siap', 'itu', 'akun', 'saya']","['pingin', 'ganti', 'taut', 'email', 'woi', 'ngotak', 'akun', 'beda', 'udah', 'ganti', 'lemot', 'bantu', 'nya', 'min', 'gimana', 'logout', 'isi', 'syarat', 'nickname', 'akun']","['pingin', 'ganti', 'taut', 'email', 'woi', 'ngotak', 'akun', 'beda', 'ganti', 'lot', 'bantu', 'min', 'gimana', 'logout', 'isi', 'syarat', 'nickname', 'akun']",pingin ganti taut email woi ngotak akun beda ganti lot bantu min gimana logout isi syarat nickname akun,4.595556259155273,16.892562866210938,5,0
mohon di hapus cuaca berkabut karena banyak player yang tidak menyukai cuaca yang berkabut,2,Negatif,"['mohon', 'di', 'hapus', 'cuaca', 'berkabut', 'karena', 'banyak', 'player', 'yang', 'tidak', 'menyukai', 'cuaca', 'yang', 'berkabut']","['mohon', 'di', 'hapus', 'cuaca', 'kabut', 'karena', 'banyak', 'player', 'yang', 'tidak', 'suka', 'cuaca', 'yang', 'kabut']","['mohon', 'hapus', 'cuaca', 'kabut', 'player', 'suka', 'cuaca', 'kabut']","['mohon', 'hapus', 'cuaca', 'kabut', 'cuaca', 'kabut']",mohon hapus cuaca kabut cuaca kabut,4.172904014587402,17.175020217895508,5,0
