term,replacement
applikasi,aplikasi
day,day
mnggangu,ganggu
kepotong,potong
nyatu,nyatu
wukong,wukong
homer,homer
ak,aku
roolegod,roolegod
menariktapi,menarik
detect,detect
mempengaruhi,pengaruh
sekor,kor
nurun²,nurun
kalou,kalau
winter,winter
keksg,keksg
parot,parot
repper,repper
mata,mata
elang,elang
opm,opm
terompet,terompet
meteor,meteor
gratisannbiarr,gratis
llebih,lebih
rapih,rapih
modenya,mode
bisabisa,bisa
blood,blood
strike,streak
tpp,tpp
fpp,fpp
emotnya,emot
populer,populer
negeri,negeri
siih,sih
niru,niru
kecilin,kecil
kasia,kasia
of,of
kings,kings
fikirnya,pikir
yani,yani
mengetahuimelatih,ketahui
dalemnya,dalam
patung,patung
tes,tes
damagemya,damage
ditrainingenggak,training
tololl,tolol
ditraining,training
helm,helm
byone,byone
atribut,atribut
hayato,hayato
doangkalau,doang
buta,buta
rangked,rank
melulu,melulu
point,point
dibawah,bawah
csreng,csreng
semetara,sementara
imbangkan,imbang
bermututeknologi,bermutu
abalkalian,kalian
afktp,afk
terganggumalah,ganggu
potong,potong
skornyaadil,skor
begitugame,begitu
suruh,suruh
perbaikisekarang,perbaiki
ulang,ulang
persen,persen
bagusih,bagus
halhal,hal
musuhn,musuh
hecyot,headshot
mksh,makasih
untung,untung
gema,game
glo,glo
wal,wal
sda,sda
kepasang,pasang
heeeeee,he
lamabisa,lama
uotdan,dan
krna,karena
tamba,tamba
hhhuuu,hu
hmm,hmm
ffnya,ffnya
apdete,updete
menarikeventnya,menarik
𝙂𝙖𝙢𝙚,game
𝙣𝙮𝙖,nya
𝙗𝙖𝙜𝙪𝙨,bagus
𝙩𝙖𝙥𝙞,tapi
𝙖𝙙𝙖,ada
𝙮𝙖𝙣𝙜,yang
𝙨𝙖𝙮𝙖,saya
𝙩𝙞𝙙𝙖𝙠,tidak
𝙨𝙪𝙠𝙖𝙞,suka
𝙠𝙚𝙣𝙖𝙥𝙖,kenapa
𝙪𝙣𝙡𝙞𝙢𝙞𝙩𝙚𝙙,unlimited
𝙜𝙖𝙢𝙚,game
𝙗𝙞𝙨𝙖,bisa
𝙙𝙞,di
𝙜𝙪𝙣𝙖𝙠𝙖𝙣,gunakan
𝙢𝙖𝙞𝙣,main
𝙛𝙧𝙚𝙚,f
𝙛𝙞𝙧𝙚,f
perbarui,baru
dekorasi,dekorasi
bugdengan,bug
kompetitif,kompetitif
trimakasih,makasih
defeat,defeat
faforit,favorit
babay,bay
ngebag,bug
ajir,anjir
nyuri,curi
ortu,ortu
delete,delete
skerang,sekarang
punyaku,punya
noob,noob
feri,feri
frustasi,frustasi
pdlh,padahal
admin,admin
blm,blm
akuplyer,aku
th,th
maksud,maksud
atu,atau
tabrak,tabrak
konek,konek
kredit,kredit
garentot,garena
bind,bind
blokir,blokir
google,google
id,id
diper,per
jopot,jopot
ramadhan,ramadhan
dngn,dengan
dri,dari
simpel,simpel
skrip,skrip
edit,edit
folder,folder
trauma,trauma
takut,takut
satunya,satu
ngurang,kurang
jadii,jadi
kesalah,salah
freefire,ff
pc,pc
matc,matc
klasik,klasik
taunya,tau
samoai,sampai
bagu,bagus
ngelegngeleg,lag
geratis,gratis
dukung,dukung
warohmatullahi,warohmatullahi
wabarakatuh,wabarakatuh
hm,hm
suri,suri
abadi,abadi
asyikkk,asyik
yanc,yang
gsme,game
cerita,cerita
makasihh,makasih
kondusif,kondusif
milik,milik
tanda,tanda
tangan,tangan
kertas,kertas
mencoblos,coblos
duduk,duduk
pergi,pergi
pencoblosan,coblos
ditempat,tempat
sedia,sedia
paku,paku
me,me
selevel,level
tll,tll
kompatibel,kompatibel
garatu,garatu
absurd,absurd
ajg,anjing
sungguh,sungguh
gim,game
dmage,damage
berenti,renti
topap,topup
sejago,jago
nyesal,kesal
digim,game
resources,resources
skinnya,skin
klik,klik
diklik,klik
mendownload,download
sumber,sumber
daya,daya
ilang,hilang
ngg,tidak
trs,terus
gerakin,gerak
risih,risih
agrep,anggap
salju,salju
sekaranglalu,sekarang
memori,memori
langkah,langkah
sepidan,sepi
meresahkandan,resah
star,star
kecewagk,kecewa
hokitrs,hoki
parahmasah,parah
adaperbaiki,ada
protection,protection
anjg,anjing
headshotin,headshot
modal,modal
kgk,tidak
dpt,dapat
peng,peng
lupa,lupa
sanggat,sangat
gapapa,gapapa
ngasah,asah
ishhh,ish
balat,balat
teh,teh
yuhuuuuu,yuhu
nyaaa,nya
kk,kk
pulih,pulih
relog,relog
serah,serah
redam,redam
hoby,hobi
saing,saing
dear,dear
automatch,automatch
pisah,pisah
kd,kd
begitupula,begitu
cipta,cipta
belah,belah
stres,stres
rusakkk,rusak
tri,tri
botsemua,bot
unduh,download
semuanyabahkan,semua
inj,ini
alamiini,alami
initolong,ini
stepnya,step
apalgi,apalagi
pda,pada
ngesolo,solo
rugikan,rugi
mush,musuh
enk,enak
mbr,mbr
sush,susah
gank,gank
hbd,hbd
ngk,tidak
dlujdi,dulu
sediain,ain
skrng,sekarang
alot,alot
notice,notice
aksi,aksi
karakterkarakter,karakter
realistis,realistis
salam,salam
editzsatria,edit
cr,cr
unlimited,unlimited
judiisian,judi
dog,dog
tag,tag
dikeluarinmap,keluar
ubahitem,ubah
apus,hapus
new,new
isianjudi,isi
mumpuniya,mampu
mumpuni,mumpuni
monton,nonton
susped,suspend
mkek,mkek
maenin,main
sadar,sadar
legends,legend
hadeh,hadeh
mas,mas
namu,namu
ngeleng,lag
nyagarena,garena
ngapa,kenapa
hr,hr
puny,punya
bjirrr,bjir
sperti,seperti
go,go
reting,reting
slide,slide
bugs,bugs
lbih,lebih
pera,parah
ha,ha
deeeeh,deh
item²,item
diilangindiganti,hilang
fpsnya,fps
katain,katain
terganteng,ganteng
ful,ful
seyang,yang
pelurudan,peluru
beramunisi,amunisi
ar,ar
benarkan,benar
duluan,duluan
headshotkan,headshot
gemyan,game
bagustapi,bagus
bugada,gaada
glowolpun,glowol
tolonglh,tolong
mental,mental
anak,anak
syestem,sistem
ambruladul,amburadul
smurf,smurf
depresi,depresi
conection,conection
pubg,pubg
cod,cod
anehh²,aneh
na,na
epeep,ff
surattt,surat
terbuka,buka
firegw,fire
databug,data
tantrum,tantrum
anjay,anjay
seharian,hari
kitadan,kita
lancarsaya,lancar
jahat,jahat
buru,buru
pahlawan,pahlawan
gluwol,gluwol
headsot,headshot
updet,update
nyerang,serang
diseramg,serang
sejata,senjata
jugagak,juga
asalam,asalam
mualaikum,mualaikum
wrb,wrb
matulahiwa,matulahiwa
barokatu,barokatu
sendirijaringan,sendiri
ngeleggarena,lag
uj,uj
tk,tk
disaat,saat
mengdaolod,download
jengkel,jengkel
curi,curi
gakan,gakan
brp,brp
jelasin,jelasin
gara²,gara
temenku,temen
hekker,hack
sequat,squat
temn,teman
sblm,sebelum
bnd,bnd
macth,match
janggal,janggal
perjelas,jelas
dikurangi,kurang
gloal,global
diperbaikinya,perbaiki
ngeluarin,keluar
dapetin,dapat
pasar,pasar
paler,paler
cat,cat
benaer,benar
mistry,mistry
terimah,makasih
mlbb,mlbb
eeeee,ee
tapiiiiii,tapi
ngerepotin,repot
donglot,download
enga,tidak
tangis,nangis
membun,bug
marah,marah
menbun,bug
sukai,suka
misterishop,misterishop
bas,bas
hengsot,headshot
tas,tas
bani,bani
biru,biru
walunpun,walaupun
feee,fe
sasar,sasar
haram,haram
jelek²,jelek
prioritas,prioritas
mao,mau
samain,sama
evennya,event
betulin,betul
score,score
ngaruh,ngaruh
soekakkk,suka
permainanya,main
asw,anjing
truss,terus
download²,download
apa²,apa
lo,lo
memoku,memo
inisekali,ini
kerjain,kerja
disitu,situ
logo,logo
doangjdi,doang
smpe,sampai
dmg,damage
mti,mati
utuh,utuh
shotgun,shotgun
jatuhin,jatuh
smg,semoga
terbaikk,baik
wihh,wih
bett,bet
ngebosenin,bosan
galau,galau
lagsung,langsung
terseruh,serah
sukah,suka
timku,tim
pantesan,pantes
ai,ai
rangnya,yang
kayaginih,kayak
boros,boros
baterai,baterai
cg,cg
crossbow,crossbow
glinder,glinder
kostum,kostum
mobil,mobil
realistic,realistis
njirrr,anjir
ampe,sampai
burikkkk,jelek
ngelaggg,lag
bgttt,banget
padahall,padahal
wifinya,wifi
ndak,tidak
unbindpindah,pindah
rilis,rilis
cepet,cepat
nyebelin,sebal
demeg,deg
jelekpas,jelek
youtub,youtube
bunuh,bunuh
tembokglowallpeluru,glowall
charakternya,karakter
perbaikiterutama,perbaiki
menggagusaya,ganggu
manurutku,menurut
papa,papa
es,es
kepal,kepal
sudatu,sudah
perulu,ulu
tebus,tebus
sekil,sekil
deforoper,developer
updatean,update
keliling,keliling
bngsat,bangsat
keurus,urus
piala,piala
something,something
stabilkan,stabil
krn,karena
bug²,bug
kak,kak
angbisin,habis
ang,ang
assalamualaikum,assalamualaikum
nyenengin,senang
kya,kya
dihatikuuuuuuu,hati
gamau,tidak
plissss,plis
like,like
demon,demon
slayer,slayer
inosuke,inosuke
ngelek²pada,lag
bertempurdan,tempur
maintenance,maintenance
bete,kesal
kedengeran,dengar
make,pakai
headset,headset
ngespin,spin
rate,rate
bangetini,banget
ayolah,ayo
gedein,besar
change,change
epepburik,ff
hebat,hebat
adillah,adil
bro,bro
diyoutube,youtube
hack,hack
seharus,harus
impas,impas
plliiiiis,plis
danlainnya,dan
csrank,rank
lolos,lolos
menyenangkansaya,senang
sepecial,special
airdop,airdrop
tahan,tahan
memabng,memang
koktapi,tapi
bajumapdll,bajumapdll
duluitu,dulu
sampaikangame,sampai
minggu,minggu
telepon,telepon
matiin,mati
voise,voise
chat,chat
epe,epe
nglgggg,lag
block,block
copy,copy
nambahin,tambah
mentok,mentok
detik,detik
nyetel,setel
beres,beres
sedri,sediri
penggalaman,penggalaman
candu,candu
jgn,janan
emosional,emosi
bagibagi,bagi
jenggot,jenggot
bnl,bnl
rambut,rambut
kakasi,kakas
gemnya,game
sll,selalu
ngapdet,update
edi,edi
seruh,suruh
prbaaiki,perbaiki
jaringannyautamakan,jaringan
bagussss,bagus
bs,bisa
it,itu
batle,battle
bertepur,tempur
gaya,gaya
iy,iya
jg,juga
terdeteksiii,deteksi
gt,gitu
cinta,cinta
force,force
close,close
magin,magin
musuhsering,musuh
patahtolong,patah
snh,snh
nh,nh
perpindah,pindah
mnta,minta
engklek,engklek
eventevent,event
upload,upload
channel,channel
ngecit,ngecit
terbang,terbang
salalu,salalu
waras,waras
teros,ros
putih,putih
ngambil,ambil
bisakalu,bisa
benerlagi,benar
gendong,gendong
gapernah,gapernah
pkko,pkko
msh,masih
bbrp,berapa
hrs,harus
bentar,bentar
ngusahain,usaha
ngeluh,ngeluh
busuk,busuk
bugjeleknggak,bug
matimusuh,mati
xm,xm
sependapat,dapat
awm,awm
responitu,respon
tukar,tukar
cepattolong,cepat
lincah,lincah
respon,respon
tarung,tarung
adai,ada
sensitivitas,sensitivitas
tppnya,tppnya
perbesar,besar
jarak,jarak
jadih,jadi
jaranng,jarang
mapp,map
pliiss,plis
tidal,tidak
nihtiba,tiba
nickname,nickname
armory,armory
mp,mp
woiii,woi
deplover,developer
kait,kait
cadang,cadang
tinjau,tinjau
adakami,ada
pemainya,main
damagenya,damage
shoot,shoot
diarahkan,arah
misimisi,misi
nydan,nydan
even,event
keluarran,keluar
menyepin,pin
terbarutapi,baru
for,for
wintherland,wintherland
putus,putus
katana,katana
terbatas,batas
sepin,spin
tantang,tantang
ramnya,ram
turunn,turun
padajago,pada
tersisah,tersisa
kalu,kalau
nulis,nulis
sahabat,sahabat
islam,islam
sensor,sensor
damagedari,damage
senjatabugnya,senjata
ajarin,ajar
tagih,tagih
trima,makasih
deg,deg
hadehhhhhh,hadeh
mengunakan,guna
isu,isu
yaaa,ya
bagun,bangun
sesen,sen
lali,lali
hareba,hareba
barmain,barmain
labi,lab
masukin,masuk
imel,ml
sandi,sandi
nain,main
menyambuk,sambuk
puasa,puasa
sisen,season
sahur,sahur
yagaren,yang
kalahin,kalah
udahlah,udah
jelekmasa,jelek
pangkat,pangkat
plat,plat
nomortim,nomor
gituuuuu,gitu
semuaterus,semua
kentangitu,kentang
retak,retak
menarikgw,tarik
tertarik,tarik
kerjasamanya,kerjasama
gra²,gara
sayaa,saya
nggaaa,tidak
ituu,itu
pahammmmm,paham
apdeit,update
kalouu,kalau
oky,oke
bangga,bangga
bg,bg
firenya,fire
ngeleag²,lag
kevin,kevin
bangeet,banget
moba,moba
keberuntungan,untung
wkwkwk,wkwk
aouto,aouto
sekaliandah,sekali
sekin,skin
teru,terus
dibagusin,bagus
urus,urus
dehh,deh
gpp,gpp
kann,kan
nemenin,nemenin
lupp,lupp
kadangkadang,kadang
centernya,center
gareba,garena
sunguh,sungguh
teamku,tim
ubtuk,untuk
updite,update
getar,getar
oren,oren
bonti,bonti
setatistik,statistik
mex,mex
rusah,rusah
demen,demen
terusss,terus
devnya,dev
pasah,pasah
kola,kola
nabung,nabung
murahin,murah
horizonal,horizonal
boyoh,boyoh
blog,blog
seluler,seluler
apaya,apa
kaliya,kali
kouta,kouta
ajajd,ajajd
skinya,ski
petnya,pet
banyaknya,banyak
demg,damage
multiplayer,multiplayer
ios,ios
dibedain,beda
textureketajamandan,texture
jeblok,jeblok
hubung,hubung
bagustolong,bagus
ngalg,lag
rescept,rescept
burikorang,jelek
rajinkadang,rajin
uporang,orang
eventyg,event
trusgame,terus
ajingmentang,anjing
rajin,rajin
dimanfaatingw,manfaat
terusnyesel,terus
inibuang,buang
bermutuudah,mutu
stelan,setting
praktismasih,praktis
kekurangannyagame,kurang
fokus,fokus
diskin,diskon
doangkenyamanan,doang
good,good
jempol,jempol
misalnyadi,misal
high,high
pangsung,langsung
buq,bug
ratusan,ratus
terlanjur,lanjur
skrang,sekarang
mnurutku,menurut
pdhal,padahal
eneg,eneg
rikol,recall
beratbag,berat
demek,damage
ringanin,ringan
bagnya,bag
sopdiamon,diamond
ungu,ungu
belom,bom
dowload,download
manager,manager
bntg,bntg
sgt,sangat
gembira,gembira
buri,bur
streesssssssss,stres
apasi,apas
kencangtapi,kencang
udhhilang,sudah
total,total
coc,coc
semut,semut
botnya,bot
sm,sm
loting,loting
ajj,ajj
udahan,udah
operator,operator
dr,dari
telkomsel,telkomsel
axiata,axiata
indosat,indosat
diposisi,posisi
hujan,hujan
jgtolong,tolong
utk,untuk
fungsi,fungsi
muter,muter
permane,permanen
besok,besok
ramadan,ramadan
ngelapor,lapor
nilai,nilai
depolopor,developer
respect,respect
level,level
jauhh,jauh
sampahh,sampah
jng,jng
op,op
gregetan,greget
hallo,hallo
garenasaya,garena
vault,vault
fulltapi,fulltapi
gosongsemoga,gosongsemoga
freefrie,freefrie
sibuk,sibuk
lepas,lepas
teruntuk,untuk
akibat,akibat
candaa,bercanda
assalammualaikum,assalammualaikum
alok,alok
situ,situ
treningnya,training
ngelang,lag
kabut,kabut
oreng,oreng
luamaaaa,lama
setau,tau
spinan,spin
hargain,harga
juang,juang
ngumpulin,kumpul
tiket,tiket
print,print
kucing,kucing
box,box
barang,barang
trial,trial
dapatin,dapat
penukarannya,tukar
tier,tier
beronze,bronze
diperbaikikalo,perbaiki
ngehabisin,habis
sebulanyasekian,sebulan
reddem,reddem
nukerin,tuker
mi,mi
keremes,kremes
firegame,fire
jago²,jago
kalah²,kalah
ffudh,ff
semaking,making
enakkalau,enak
mood,mood
ngapangapain,ngapain
soluli,solusi
gabut,gabut
merajuk,rajuk
troll,troll
gitulah,gitu
garenatolong,garena
manapun,mana
matchnya,match
hpku,hp
saking,sampai
sesalkan,sesal
feedback,feedback
baguscuma,bagus
diamonds,diamond
diamondsaku,diamond
kehalang,halang
maksa,paksa
bandingin,banding
mahwifipaket,wifi
ngelagdikit,lag
delayapalah,delay
gemeya,geme
engelek,engelek
cahaya,cahaya
ngehalangi,halang
keredit,kredit
skaor,skor
allah,allah
glool,glool
betuk,bentuk
ayat,ayat
alquran,alquran
bentuk,bentuk
seks,seks
mamerin,pamer
aurat,aurat
dosa,dosa
bosenevent,bosen
serba,serba
trialbalikan,trial
duluseruu,dulu
kayam,kayam
angker,angker
satulun,satulun
hadehh,hadeh
kayk,kayak
otg,otg
antena,antena
tv,tv
costom,custom
geleng,geleng
terkeluar,keluar
geter²,geter
gmn,gimana
bener²,benar
yahh,yah
pay,pay
win,win
bukti,bukti
jd,jadi
offlen,offline
sing,sing
garenakenapa,garena
susut,susut
keluah,keluar
ting,ting
king,king
garafik,grafik
palayer,player
krisbowcgdan,krisbowcgdan
kumohon,mohon
kembalikankulgarpeaksenjata,kembali
irfan,irfan
zauharia,zauharia
bejirr,bejirr
ulang¹,ulang
buriq,jelek
wkwkkwk,wkwk
sukaaaaaatetapi,suka
sekarangbuat,sekarang
inilain,inil
sukses,sukses
buff,buff
jls,jls
ngestag,stuck
ngejj,jj
wae,wae
guild,guild
ngalangin,halang
sholat,sholat
magrib,magrib
bos,bos
sebagi,bagi
perbaikiiiiiiiiiiii,perbaiki
bayang,bayang
betapa,betapa
kejam,kejam
kas,kas
diirku,diri
berak,berak
hapusin,hapus
ingi,ingin
inidi,ini
curangi,curang
dak,dak
perbulan,bulan
boyahpas,boyahpas
ca,ca
bluprint,bluprint
metch,match
ngge,tidak
stak,stuck
poor,poor
connection,connection
platfrom,platfrom
loding,loading
famas,famas
versi,versi
chip,chip
mengupdate,update
berchip,berchip
lancardan,lancar
bugg,bug
gajeee,gajelas
jagokalau,jago
sumpahsama,sumpah
beut,banget
besarkalau,besar
hahahaha,haha
btw,btw
gift,gift
loginnya,login
dicampurin,campur
nyesuain,sesuai
csbr,csbr
puluru,puluru
tembokglowal,tembok
ketimbang,timbang
give,give
gacor,gacor
dragon,dragon
nostalgia,nostalgia
jngn,jangn
bye,bye
muatdulu,muat
muat,muat
kompak,kompak
ngleg,lag
bangat,banget
aminn,amin
diperhatikan,perhatian
relaunch,relaunch
anjrr,anjir
egee,egee
bp,bp
ampass,ampass
elitepass,elitepass
exlusive,exlusive
design,design
bundlemending,bundlemending
mh,mh
rendah,rendah
sangkakan,sangka
prnh,pernah
chitn,chat
cuk,cuk
perna,pernah
geter,geter
kendali,kendali
suda,sudah
postingan,postingan
manfaat,manfaat
gaming,game
axis,axis
pedahal,padahal
bagusko,bagus
bisah,bisah
reng,reng
kurangi,kurang
donlod,download
gam,game
sii,si
buga,buga
langit,langit
ngecrash²,crash
tambah²,tambah
enakin,enak
tombola,tombol
ves,ves
jugak,juga
belik,beli
stimpal,setimpal
sanggup,sanggup
niih,nih
kencang,kencang
gaul,gaul
adatekan,tekan
mengunciusap,usap
halah,halah
ajafree,free
ronde,ronde
berani,berani
ketiganya,tiga
kembaliingin,kembali
looting,looting
ngestuck,stuck
nekan,tekan
sisa,sisa
pelingdung,pelindung
kare,kare
solat,sholat
sepinan,spin
relok,rok
ela,ela
hei,hei
gmae,game
gatau,gatau
tournamen,tournamen
down,down
nglag,lag
suport,suport
freazz,freeze
unt,untuk
pilihin,pilih
cariin,cari
bruba,ubah
brmain,bermain
abad,abad
petunjuk,tunjuk
aqun,aqun
betle,battle
matcing,matching
terahir,terakhir
skali,sekali
pertimbangkan,timbang
ngejar,ngejar
skarang,sekarang
gratisin,gratis
maha,maha
muluh,mulu
gelek,gelek
gj,gj
kocakkk,lucu
udahh,udah
lejends,legend
rolong,tolong
sultan,sultan
semuaa,semua
pinter,pinter
gwa,saya
tollong,tolong
kesosial,sosial
taraining,training
spinnan,spin
evonya,evo
jellek,jelek
pin,pin
tema,tema
gerafik,grafik
coin,coin
disayangkan,sayang
kurahg,kurang
tolongggggg,tolong
memor,memor
mancing,mancing
sosialislat,sosial
inisi,ini
bewarna,warna
menurutku,turut
seiring,iring
revam,revam
bugsinyaldanlainlain,bug
nihh,nih
hai,hai
looding,loading
mintatolong,minta
diberat,berat
beratin,berat
kontollll,kontl
delay,delay
ajgg,ajing
signall,sinyal
one,one
matibanyak,matii
bugdark,bug
ketabrak,tabrak
abg,abang
reconnect,reconnect
pakesetelan,setting
lagpadahal,lag
chipset,chipset
helio,hio
ultimate,ultimate
not,tidak
com,com
rangket,rangket
berkalikali,kali
gulanggulang,ulang
bicara,bicara
kotor,kotor
beh,beh
ceh,ceh
didownloadan,download
wfi,wifi
tuhh,tuh
gare,gare
naaaaaaaaaaaaaaaaaaaa,na
penrah,pernah
kdang,kadang
keras²,keras
kedownload,download
eskepal,eskepal
tenang,tenang
tapitolong,tapi
ngebugudah,bug
filetapi,file
dipake,pakai
bajunyamalah,baju
polos,polos
senjata²nyatolong,senjata
seandainya,anda
gue,gue
ngecheat,cheat
toxik,toxic
ngurung,kurung
ben,ben
wei,wei
plsss,plis
cas,cas
ngesilin,kesel
tod,tod
jedag,jedag
jedug,jedug
maw,maw
bntang,bintang
gems,game
musu,musuh
warr,war
nampak,nampak
bedain,beda
kacau,kacau
loginjdi,login
yaaaasukses,sukses
menguntungkan,untung
kehokian,hoki
tangani,tangan
jamin,jamin
lahbug,bug
suaralah,suara
updte,update
ngeluhh,ngeluh
terening,training
digame,game
astaga,astaga
rumit,rumit
jir,anjir
updateannya,update
ihilang,hilang
tanding,tanding
lobbi,lobi
as,as
konfirmasi,konfirmasi
gama,game
palah,malah
ngelekngelek,lag
sangatt,sangat
banding,banding
bawa,bawa
cukum,cukum
reatin,reatin
orange,orange
guns,guns
terimakasiih,makasih
brown,brown
grenmaster,grandmaster
milih,pilih
snjata,senjata
orenn,oren
muduh,muduh
garana,garena
nanya,nanya
wkwk,wkwk
yukk,yuk
cobain,coba
akupliss,aku
ngira,ngira
taujadi,tau
ayooo,ayo
senangkan,senang
galahin,kalah
bugrusakjelekmisi,bug
akalcs,akal
prolgi,prolgi
enak²nya,enak
ngisi,isi
tik,tik
tok,tok
smua,semua
lahhhh,lah
garenaaaaa,garena
𝑔𝑒𝑚,game
𝑠𝑢𝑑𝑎ℎ,sudah
𝑡𝑎𝑝𝑖,tapi
𝑚𝑎𝑓,maaf
𝑏𝑢𝑘𝑎𝑛,bukan
𝑦𝑎,ya
𝑡𝑖𝑑𝑎𝑘,tidak
𝑠𝑢𝑘𝑎,suka
𝑚𝑎𝑖𝑛,main
𝑓𝑓,ff
𝑚𝑖𝑛𝑡𝑎𝑘,minta
𝑏𝑎𝑛𝑡𝑢𝑤𝑎𝑛,bantu
𝑘𝑒𝑝𝑎𝑑𝑎,pada
𝑦𝑎𝑛𝑔,yang
𝑡𝑒𝑟,ter
ℎ𝑜𝑟𝑚𝑎𝑡,hormat
𝑏𝑝𝑎𝑘,bapak
𝑔𝑎𝑟𝑒𝑛𝑎,garena
𝑎𝑘𝑢𝑛,akun
𝑎𝑘𝑢,aku
𝑎𝑑𝑎,ada
𝑚𝑎𝑠𝑎𝑙𝑎ℎ,masalah
𝑘𝑎𝑙𝑜𝑘,kalau
𝑔𝑎𝑘,tidak
𝑙𝑖𝑦𝑎𝑡,lihat
𝑠𝑒𝑛𝑗𝑎𝑡𝑎,senjata
𝑐𝑒𝑒𝑠,cs
𝑑𝑖𝑏𝑒𝑙𝑎𝑘𝑎𝑛𝑔,belakang
𝑘𝑎𝑑𝑎𝑛𝑔,kadang
𝑜𝑟𝑎𝑛𝑔,orang
𝑜𝑟𝑒𝑛,oren
𝑑𝑎𝑛,dan
𝑚𝑢𝑠𝑢ℎ,musuh
𝑚𝑎𝑡𝑖,mati
𝑑𝑖𝑝𝑒𝑟,diper
𝑏𝑎𝑖𝑘𝑖,baik
𝑏𝑎𝑛𝑔,min
𝑡𝑜𝑙𝑜𝑛,tolong
luarbiasa,luarbiasa
tolongya,tolong
dikurangin,kurang
nnti,nanti
mnya,mnya
lumut,lumut
ngebak,ngebak
crosair,crosair
lengket,lengket
misalny,misal
kenak,kena
gini²,gini
trusitu,terus
bertahun²sdah,tahun
kenock²gak,knock
jlas,jelas
sekarangperbaiki,sekarang
jirjadi,jadi
diurus²kon,urus
taee,tai
baikmasa,baik
tibasinyal,tiba
naikbanyak,naik
upkalau,kalau
ffkaran,ff
nyamenyebalkan,kesal
gamecoba,game
garenajgn,garena
tambahi,tambah
bintan,bintang
itusaya,itu
segini,gini
bay,bye
welcome,welcome
emm,hai
apala,apala
kluar,keluar
utamakaya,utama
dkit,dikit
tlol,tolol
ngefeed,feed
hirau,hirau
reset,reset
menggangu,gangu
cupu,cupu
yaman,nyaman
datadatanya,data
nambahnya,nambah
dynamic,dynamic
cn,cn
minnnnnnn,min
padalah,pada
bali,bali
goggle,goggle
pedangmenembak,pedang
gedung,gedung
menara,menara
hitam,hitam
normaltapi,normal
koreksi,koreksi
siasia,sia
dikoreksi,koreksi
serutapi,seru
lagikarna,lagi
bugjadi,bug
kuning²,kuning
voice,voice
all,all
sosial,sosial
menurt,menurut
trimakasihd,makasih
ngebagbag,bug
senjatbajuemotdll,senjata
gituitu,gitu
sebenernya,benar
tapai,capai
astagfirullahbikin,astagfirullah
konsep,konsep
karma,karma
or,or
gimane,gimana
pd,pd
literally,literally
streaknya,streak
ngeri,ngeri
ngeringeri,ngeri
direport,report
agi,lagi
selesenya,selesai
ketebak,tebak
benerbener,bener
saranin,saran
gameplaynya,gameplay
jan,jan
dipikirin,pikir
skarangtolong,sekarang
lahupdate,update
baguslah,bagus
jelekemang,jelek
burikbanyak,jelek
diluarnalar,luar
habistu,habis
disana,sana
darksistem,darksistem
hormat,hormat
ranksumpah,rank
nyaklo,nyaklo
trussaya,terus
buriklagi,jelek
pungw,pungw
banyakngerugiin,banyak
tot,tot
nyiptain,ciptain
pikir²,pikir
gakk,tidak
diciptain,ciptain
sinya,isi
beuhh,beuh
gamenyaa,game
ribet,ribet
matching,match
kejang²,kejang
nyendat²,nyendat
nelag,lag
lebig,lebig
fast,fast
tour,tour
sngt,sangat
rungkad,rungkad
nyaaga,agak
nyaya,nya
kekkgini,gini
tloll,tolol
anjkasihan,kasihan
dapetmikir,dapet
nyakarena,karena
semuababay²,semua
nieh,nih
buggarena,bug
bugbeli,bug
aidrop,drop
pajak,pajak
warahmatullahi,warahmatullahi
skrg,sekarang
cape²,capek
susah²,susah
ngembangin,ngembang
klasic,klasik
wars,war
smangatnya,semangat
kerasseenknya,keras
permainansaya,permainan
afkmereka,afk
ringansedangkan,ringan
unistal,uninstall
buang,buang
emosian,emosi
diperbarui,baru
dill,dill
rege,rege
bedakaya,beda
valid,valid
biruemang,biru
fikir,pikir
terhormattolong,hormat
gamesoalnya,game
leletdan,lemot
patahpatahserta,patah
anjr,anjir
nglamin,alami
kalahari,kala
jatoh,jatuh
ramah,ramah
segan,segan
pinta,pinta
menariksaya,tarik
minusnya,minus
cheating,cheating
blockir,blokir
sangan,jangan
jaya,jaya
windah,windah
ikuti,ikut
moga,moga
oiahkeluarin,keluar
sgjuta,juta
hihihi,hihi
canda,canda
ditingkatkan,tingkat
ngetroll,troll
mumpet,mumpet
ketembak,tembak
semak,semak
dipakai,pakai
ngepus,push
tuju,tujuan
wifisdh,wifi
kasihmoga,kasih
mainff,ff
oppo,oppo
screen,screen
sakitsakit,sakit
hotspot,hotspot
terusmenerusdan,terus
masuksaya,masuk
masihjangan,masih
ls,ls
history,history
muak,muak
frek,freak
perek,perek
bangetttttt,banget
han,han
toxix,toxic
nyh,nyh
berumda,berumda
dululah,dulu
ngelawak,lawak
laporin,lapor
diproses,proses
penalty,penalty
jugk,juga
lakilaki,laki
perempuan,perempuan
connectionnya,connect
time,time
auntenticationnya,auntentication
ngekek,ngekek
demenk,demenk
gloowall,gloowall
taruh,taruh
muncul²,muncul
plissssssss,plis
garene,garena
lagsaat,lag
ngelegdan,lag
bolak,bolak
baliktolong,balik
jaringanku,jaring
lalot,lalot
tmpat,tempat
adaa,ada
cumn,cumn
bugsama,bug
kolo,kalau
asap,asap
prosquad,prosquad
pesat,pesat
terdownload,download
